Mes,Departamento de residencia,Total,Hombres,Mujeres,Anio
Todos los meses,Huehuetenango,37732,18951,18781,13
Todos los meses,Quiché,29359,15030,14329,13
Todos los meses,Baja Verapaz,7889,4106,3783,13
Todos los meses,Alta Verapaz,34119,17158,16961,13
Todos los meses,Petén,15510,7869,7641,13
Todos los meses,Izabal,10404,5223,5181,13
Todos los meses,Zacapa,6132,3135,2997,13
Todos los meses,Chiquimula,10954,5623,5331,13
Todos los meses,Jalapa,9556,4856,4700,13
Todos los meses,Jutiapa,11836,5909,5927,13
Todos los meses,Extranjero,225,110,115,13
Todos los meses,Ignorado,40,14,26,13
Enero,Todos los departamentos,33130,16568,16562,13
Enero,Guatemala,5605,2800,2805,13
Enero,El Progreso,316,149,167,13
Enero,Sacatepéquez,581,300,281,13
Enero,Chimaltenango,1308,674,634,13
Enero,Escuintla,1333,660,673,13
Enero,Santa Rosa,817,386,431,13
Enero,Sololá,819,427,392,13
Enero,Totonicapán,1015,502,513,13
Enero,Quetzaltenango,1710,857,853,13
Enero,Suchitepéquez,1304,665,639,13
Enero,Retalhuleu,660,329,331,13
Enero,San Marcos,2576,1294,1282,13
Enero,Huehuetenango,3356,1681,1675,13
Enero,Quiché,2684,1346,1338,13
Enero,Baja Verapaz,644,325,319,13
Enero,Alta Verapaz,2937,1424,1513,13
Enero,Petén,1229,649,580,13
Enero,Izabal,860,408,452,13
Enero,Zacapa,516,276,240,13
Enero,Chiquimula,979,478,501,13
Enero,Jalapa,822,425,397,13
Enero,Jutiapa,1048,511,537,13
Enero,Extranjero,6,1,5,13
Enero,Ignorado,5,1,4,13
Febrero,Todos los departamentos,29017,14639,14378,13
Febrero,Guatemala,5036,2590,2446,13
Febrero,El Progreso,323,174,149,13
Febrero,Sacatepéquez,528,261,267,13
Febrero,Chimaltenango,1141,601,540,13
Febrero,Escuintla,1213,608,605,13
Febrero,Santa Rosa,712,367,345,13
Febrero,Sololá,743,377,366,13
Febrero,Totonicapán,949,482,467,13
Febrero,Quetzaltenango,1594,818,776,13
Febrero,Suchitepéquez,989,513,476,13
Febrero,Retalhuleu,557,261,296,13
Febrero,San Marcos,2216,1090,1126,13
Febrero,Huehuetenango,2935,1424,1511,13
Febrero,Quiché,2402,1261,1141,13
Febrero,Baja Verapaz,627,327,300,13
Febrero,Alta Verapaz,2342,1144,1198,13
Febrero,Petén,1081,519,562,13
Febrero,Izabal,713,344,369,13
Febrero,Zacapa,420,205,215,13
Febrero,Chiquimula,850,439,411,13
Febrero,Jalapa,709,368,341,13
Febrero,Jutiapa,915,450,465,13
Febrero,Extranjero,22,16,6,13
Febrero,Ignorado,0,0,0,13
Marzo,Todos los departamentos,31019,15694,15325,13
Marzo,Guatemala,5466,2739,2727,13
Marzo,El Progreso,307,172,135,13
Marzo,Sacatepéquez,564,258,306,13
Marzo,Chimaltenango,1359,689,670,13
Marzo,Escuintla,1260,631,629,13
Marzo,Santa Rosa,759,388,371,13
Marzo,Sololá,869,455,414,13
Marzo,Totonicapán,946,485,461,13
Marzo,Quetzaltenango,1675,845,830,13
Marzo,Suchitepéquez,1100,567,533,13
Marzo,Retalhuleu,662,317,345,13
Marzo,San Marcos,2442,1232,1210,13
Marzo,Huehuetenango,2990,1500,1490,13
Marzo,Quiché,2368,1241,1127,13
Marzo,Baja Verapaz,621,315,306,13
Marzo,Alta Verapaz,2572,1339,1233,13
Marzo,Petén,1195,587,608,13
Marzo,Izabal,754,374,380,13
Marzo,Zacapa,489,252,237,13
Marzo,Chiquimula,899,470,429,13
Marzo,Jalapa,722,349,373,13
Marzo,Jutiapa,980,479,501,13
Marzo,Extranjero,16,9,7,13
Marzo,Ignorado,4,1,3,13
Abril,Todos los departamentos,31252,15970,15282,13
Abril,Guatemala,5424,2738,2686,13
Abril,El Progreso,305,155,150,13
Abril,Sacatepéquez,605,298,307,13
Abril,Chimaltenango,1291,668,623,13
Abril,Escuintla,1342,720,622,13
Abril,Santa Rosa,780,396,384,13
Abril,Sololá,804,399,405,13
Abril,Totonicapán,1079,556,523,13
Abril,Quetzaltenango,1609,839,770,13
Abril,Suchitepéquez,1155,583,572,13
Abril,Retalhuleu,658,347,311,13
Abril,San Marcos,2502,1302,1200,13
Abril,Huehuetenango,2996,1474,1522,13
Abril,Quiché,2481,1274,1207,13
Abril,Baja Verapaz,659,345,314,13
Abril,Alta Verapaz,2633,1332,1301,13
Abril,Petén,1209,632,577,13
Abril,Izabal,751,401,350,13
Abril,Zacapa,489,240,249,13
Abril,Chiquimula,816,436,380,13
Abril,Jalapa,699,367,332,13
Abril,Jutiapa,950,458,492,13
Abril,Extranjero,11,7,4,13
Abril,Ignorado,4,3,1,13
Mayo,Todos los departamentos,32324,16378,15946,13
Mayo,Guatemala,5497,2765,2732,13
Mayo,El Progreso,380,197,183,13
Mayo,Sacatepéquez,584,309,275,13
Mayo,Chimaltenango,1375,674,701,13
Mayo,Escuintla,1374,685,689,13
Mayo,Santa Rosa,726,363,363,13
Mayo,Sololá,807,396,411,13
Mayo,Totonicapán,1072,535,537,13
Mayo,Quetzaltenango,1663,839,824,13
Mayo,Suchitepéquez,1101,556,545,13
Mayo,Retalhuleu,678,354,324,13
Mayo,San Marcos,2558,1315,1243,13
Mayo,Huehuetenango,3201,1595,1606,13
Mayo,Quiché,2529,1286,1243,13
Mayo,Baja Verapaz,665,340,325,13
Mayo,Alta Verapaz,2886,1475,1411,13
Mayo,Petén,1217,642,575,13
Mayo,Izabal,857,420,437,13
Mayo,Zacapa,519,285,234,13
Mayo,Chiquimula,909,475,434,13
Mayo,Jalapa,786,394,392,13
Mayo,Jutiapa,923,469,454,13
Mayo,Extranjero,14,7,7,13
Mayo,Ignorado,3,2,1,13
Junio,Todos los departamentos,31353,16022,15331,13
Junio,Guatemala,5374,2711,2663,13
Junio,El Progreso,357,180,177,13
Junio,Sacatepéquez,536,282,254,13
Junio,Chimaltenango,1210,622,588,13
Junio,Escuintla,1337,709,628,13
Junio,Santa Rosa,777,402,375,13
Junio,Sololá,832,438,394,13
Junio,Totonicapán,984,489,495,13
Junio,Quetzaltenango,1700,895,805,13
Junio,Suchitepéquez,1070,541,529,13
Junio,Retalhuleu,658,324,334,13
Junio,San Marcos,2401,1250,1151,13
Junio,Huehuetenango,3075,1542,1533,13
Junio,Quiché,2496,1256,1240,13
Junio,Baja Verapaz,649,364,285,13
Junio,Alta Verapaz,2705,1355,1350,13
Junio,Petén,1235,630,605,13
Junio,Izabal,852,463,389,13
Junio,Zacapa,470,247,223,13
Junio,Chiquimula,889,451,438,13
Junio,Jalapa,812,409,403,13
Junio,Jutiapa,911,452,459,13
Junio,Extranjero,20,8,12,13
Junio,Ignorado,3,2,1,13
Julio,Todos los departamentos,32919,16704,16215,13
Julio,Guatemala,5657,2890,2767,13
Julio,El Progreso,352,198,154,13
Julio,Sacatepéquez,622,346,276,13
Julio,Chimaltenango,1303,656,647,13
Julio,Escuintla,1424,718,706,13
Julio,Santa Rosa,802,373,429,13
Julio,Sololá,883,474,409,13
Julio,Totonicapán,1023,521,502,13
Julio,Quetzaltenango,1691,857,834,13
Julio,Suchitepéquez,1089,574,515,13
Julio,Retalhuleu,662,311,351,13
Julio,San Marcos,2508,1259,1249,13
Julio,Huehuetenango,3156,1574,1582,13
Julio,Quiché,2534,1325,1209,13
Julio,Baja Verapaz,666,363,303,13
Julio,Alta Verapaz,3007,1478,1529,13
Julio,Petén,1394,681,713,13
Julio,Izabal,935,486,449,13
Julio,Zacapa,498,235,263,13
Julio,Chiquimula,897,464,433,13
Julio,Jalapa,789,403,386,13
Julio,Jutiapa,997,507,490,13
Julio,Extranjero,22,8,14,13
Julio,Ignorado,8,3,5,13
Agosto,Todos los departamentos,33521,17079,16442,13
Agosto,Guatemala,5855,2968,2887,13
Agosto,El Progreso,374,175,199,13
Agosto,Sacatepéquez,595,288,307,13
Agosto,Chimaltenango,1306,675,631,13
Agosto,Escuintla,1491,752,739,13
Agosto,Santa Rosa,785,399,386,13
Agosto,Sololá,869,454,415,13
Agosto,Totonicapán,1059,552,507,13
Agosto,Quetzaltenango,1645,841,804,13
Agosto,Suchitepéquez,1225,664,561,13
Agosto,Retalhuleu,733,388,345,13
Agosto,San Marcos,2587,1315,1272,13
Agosto,Huehuetenango,3251,1655,1596,13
Agosto,Quiché,2320,1153,1167,13
Agosto,Baja Verapaz,707,342,365,13
Agosto,Alta Verapaz,2914,1516,1398,13
Agosto,Petén,1461,726,735,13
Agosto,Izabal,1005,525,480,13
Agosto,Zacapa,566,299,267,13
Agosto,Chiquimula,916,464,452,13
Agosto,Jalapa,826,411,415,13
Agosto,Jutiapa,1001,507,494,13
Agosto,Extranjero,27,9,18,13
Agosto,Ignorado,3,1,2,13
Septiembre,Todos los departamentos,34914,17568,17346,13
Septiembre,Guatemala,5906,2991,2915,13
Septiembre,El Progreso,391,225,166,13
Septiembre,Sacatepéquez,624,317,307,13
Septiembre,Chimaltenango,1393,732,661,13
Septiembre,Escuintla,1491,752,739,13
Septiembre,Santa Rosa,833,414,419,13
Septiembre,Sololá,930,453,477,13
Septiembre,Totonicapán,1102,522,580,13
Septiembre,Quetzaltenango,1822,934,888,13
Septiembre,Suchitepéquez,1278,618,660,13
Septiembre,Retalhuleu,692,351,341,13
Septiembre,San Marcos,2669,1325,1344,13
Septiembre,Huehuetenango,3335,1695,1640,13
Septiembre,Quiché,2421,1229,1192,13
Septiembre,Baja Verapaz,690,319,371,13
Septiembre,Alta Verapaz,3291,1669,1622,13
Septiembre,Petén,1491,759,732,13
Septiembre,Izabal,1017,491,526,13
Septiembre,Zacapa,622,325,297,13
Septiembre,Chiquimula,1004,495,509,13
Septiembre,Jalapa,849,433,416,13
Septiembre,Jutiapa,1035,509,526,13
Septiembre,Extranjero,25,10,15,13
Septiembre,Ignorado,3,0,3,13
Octubre,Todos los departamentos,33540,17080,16460,13
Octubre,Guatemala,5560,2879,2681,13
Octubre,El Progreso,353,189,164,13
Octubre,Sacatepéquez,644,322,322,13
Octubre,Chimaltenango,1416,706,710,13
Octubre,Escuintla,1544,823,721,13
Octubre,Santa Rosa,840,437,403,13
Octubre,Sololá,829,420,409,13
Octubre,Totonicapán,972,509,463,13
Octubre,Quetzaltenango,1715,859,856,13
Octubre,Suchitepéquez,1249,624,625,13
Octubre,Retalhuleu,763,400,363,13
Octubre,San Marcos,2620,1313,1307,13
Octubre,Huehuetenango,3184,1557,1627,13
Octubre,Quiché,2272,1147,1125,13
Octubre,Baja Verapaz,690,386,304,13
Octubre,Alta Verapaz,2964,1493,1471,13
Octubre,Petén,1440,745,695,13
Octubre,Izabal,928,440,488,13
Octubre,Zacapa,577,293,284,13
Octubre,Chiquimula,997,520,477,13
Octubre,Jalapa,897,454,443,13
Octubre,Jutiapa,1060,548,512,13
Octubre,Extranjero,22,15,7,13
Octubre,Ignorado,4,1,3,13
Noviembre,Todos los departamentos,31677,16082,15595,13
Noviembre,Guatemala,5179,2648,2531,13
Noviembre,El Progreso,360,166,194,13
Noviembre,Sacatepéquez,531,245,286,13
Noviembre,Chimaltenango,1306,668,638,13
Noviembre,Escuintla,1306,653,653,13
Noviembre,Santa Rosa,804,428,376,13
Noviembre,Sololá,826,411,415,13
Noviembre,Totonicapán,970,472,498,13
Noviembre,Quetzaltenango,1678,833,845,13
Noviembre,Suchitepéquez,1195,609,586,13
Noviembre,Retalhuleu,738,381,357,13
Noviembre,San Marcos,2527,1239,1288,13
Noviembre,Huehuetenango,3024,1562,1462,13
Noviembre,Quiché,2324,1220,1104,13
Noviembre,Baja Verapaz,599,325,274,13
Noviembre,Alta Verapaz,2889,1469,1420,13
Noviembre,Petén,1272,648,624,13
Noviembre,Izabal,873,424,449,13
Noviembre,Zacapa,475,235,240,13
Noviembre,Chiquimula,921,479,442,13
Noviembre,Jalapa,847,438,409,13
Noviembre,Jutiapa,1019,523,496,13
Noviembre,Extranjero,13,6,7,13
Noviembre,Ignorado,1,0,1,13
Diciembre,Todos los departamentos,32676,16515,16161,13
Diciembre,Guatemala,5361,2688,2673,13
Diciembre,El Progreso,384,173,211,13
Diciembre,Sacatepéquez,590,305,285,13
Diciembre,Chimaltenango,1347,652,695,13
Diciembre,Escuintla,1286,646,640,13
Diciembre,Santa Rosa,843,451,392,13
Diciembre,Sololá,840,422,418,13
Diciembre,Totonicapán,1068,526,542,13
Diciembre,Quetzaltenango,1763,874,889,13
Diciembre,Suchitepéquez,1165,581,584,13
Diciembre,Retalhuleu,697,335,362,13
Diciembre,San Marcos,2587,1351,1236,13
Diciembre,Huehuetenango,3229,1692,1537,13
Diciembre,Quiché,2528,1292,1236,13
Diciembre,Baja Verapaz,672,355,317,13
Diciembre,Alta Verapaz,2979,1464,1515,13
Diciembre,Petén,1286,651,635,13
Diciembre,Izabal,859,447,412,13
Diciembre,Zacapa,491,243,248,13
Diciembre,Chiquimula,877,452,425,13
Diciembre,Jalapa,798,405,393,13
Diciembre,Jutiapa,997,496,501,13
Diciembre,Extranjero,27,14,13,13
Diciembre,Ignorado,2,0,2,13
Todos los meses,Todos los departamentos,386195,196685,189510,14
Todos los meses,Guatemala,66836,34041,32795,14
Todos los meses,El Progreso,4238,2148,2090,14
Todos los meses,Sacatepéquez,6965,3583,3382,14
Todos los meses,Chimaltenango,15685,7958,7727,14
Todos los meses,Escuintla,16976,8694,8282,14
Todos los meses,Santa Rosa,9168,4653,4515,14
Todos los meses,Sololá,10033,5107,4926,14
Todos los meses,Totonicapán,12200,6202,5998,14
Todos los meses,Quetzaltenango,20518,10388,10130,14
Todos los meses,Suchitepéquez,13885,7124,6761,14
Todos los meses,Retalhuleu,8321,4267,4054,14
Todos los meses,San Marcos,30366,15441,14925,14
Todos los meses,Huehuetenango,37843,19254,18589,14
Todos los meses,Quiché,28993,14689,14304,14
Todos los meses,Baja Verapaz,7941,4128,3813,14
Todos los meses,Alta Verapaz,33111,16859,16252,14
Todos los meses,Petén,15377,7862,7515,14
Todos los meses,Izabal,10140,5119,5021,14
Todos los meses,Zacapa,5984,3151,2833,14
Todos los meses,Chiquimula,10770,5470,5300,14
Todos los meses,Jalapa,9448,4773,4675,14
Todos los meses,Jutiapa,11186,5659,5527,14
Todos los meses,Extranjero,155,85,70,14
Todos los meses,Ignorado,56,30,26,14
Enero,Todos los departamentos,32492,16499,15993,14
Enero,Guatemala,5677,2857,2820,14
Enero,El Progreso,325,179,146,14
Enero,Sacatepéquez,543,270,273,14
Enero,Chimaltenango,1353,703,650,14
Enero,Escuintla,1300,679,621,14
Enero,Santa Rosa,779,401,378,14
Enero,Sololá,902,461,441,14
Enero,Totonicapán,1009,516,493,14
Enero,Quetzaltenango,1689,889,800,14
Enero,Suchitepéquez,1179,590,589,14
Enero,Retalhuleu,727,393,334,14
Enero,San Marcos,2624,1318,1306,14
Enero,Huehuetenango,3313,1660,1653,14
Enero,Quiché,2518,1273,1245,14
Enero,Baja Verapaz,698,362,336,14
Enero,Alta Verapaz,2745,1374,1371,14
Enero,Petén,1119,559,560,14
Enero,Izabal,800,400,400,14
Enero,Zacapa,456,233,223,14
Enero,Chiquimula,1005,502,503,14
Enero,Jalapa,793,418,375,14
Enero,Jutiapa,909,448,461,14
Enero,Extranjero,25,12,13,14
Enero,Ignorado,4,2,2,14
Febrero,Todos los departamentos,29074,14793,14281,14
Febrero,Guatemala,5151,2655,2496,14
Febrero,El Progreso,301,166,135,14
Febrero,Sacatepéquez,519,263,256,14
Febrero,Chimaltenango,1204,616,588,14
Febrero,Escuintla,1224,619,605,14
Febrero,Santa Rosa,676,338,338,14
Febrero,Sololá,807,408,399,14
Febrero,Totonicapán,931,454,477,14
Febrero,Quetzaltenango,1465,760,705,14
Febrero,Suchitepéquez,1045,517,528,14
Febrero,Retalhuleu,642,322,320,14
Febrero,San Marcos,2231,1119,1112,14
Febrero,Huehuetenango,2863,1488,1375,14
Febrero,Quiché,2413,1236,1177,14
Febrero,Baja Verapaz,652,328,324,14
Febrero,Alta Verapaz,2399,1201,1198,14
Febrero,Petén,1106,558,548,14
Febrero,Izabal,632,343,289,14
Febrero,Zacapa,409,219,190,14
Febrero,Chiquimula,850,425,425,14
Febrero,Jalapa,696,327,369,14
Febrero,Jutiapa,839,419,420,14
Febrero,Extranjero,14,9,5,14
Febrero,Ignorado,5,3,2,14
Marzo,Todos los departamentos,32092,16373,15719,14
Marzo,Guatemala,5585,2896,2689,14
Marzo,El Progreso,358,184,174,14
Marzo,Sacatepéquez,615,333,282,14
Marzo,Chimaltenango,1350,685,665,14
Marzo,Escuintla,1320,661,659,14
Marzo,Santa Rosa,714,363,351,14
Marzo,Sololá,853,432,421,14
Marzo,Totonicapán,1074,574,500,14
Marzo,Quetzaltenango,1680,822,858,14
Marzo,Suchitepéquez,1211,630,581,14
Marzo,Retalhuleu,682,350,332,14
Marzo,San Marcos,2544,1246,1298,14
Marzo,Huehuetenango,2993,1527,1466,14
Marzo,Quiché,2580,1319,1261,14
Marzo,Baja Verapaz,711,376,335,14
Marzo,Alta Verapaz,2610,1356,1254,14
Marzo,Petén,1299,640,659,14
Marzo,Izabal,798,412,386,14
Marzo,Zacapa,470,247,223,14
Marzo,Chiquimula,889,439,450,14
Marzo,Jalapa,824,404,420,14
Marzo,Jutiapa,914,466,448,14
Marzo,Extranjero,15,9,6,14
Marzo,Ignorado,3,2,1,14
Abril,Todos los departamentos,30966,15679,15287,14
Abril,Guatemala,5578,2822,2756,14
Abril,El Progreso,368,193,175,14
Abril,Sacatepéquez,500,266,234,14
Abril,Chimaltenango,1220,624,596,14
Abril,Escuintla,1384,701,683,14
Abril,Santa Rosa,700,347,353,14
Abril,Sololá,774,385,389,14
Abril,Totonicapán,996,503,493,14
Abril,Quetzaltenango,1535,759,776,14
Abril,Suchitepéquez,1131,564,567,14
Abril,Retalhuleu,654,335,319,14
Abril,San Marcos,2449,1271,1178,14
Abril,Huehuetenango,3044,1539,1505,14
Abril,Quiché,2408,1213,1195,14
Abril,Baja Verapaz,646,341,305,14
Abril,Alta Verapaz,2625,1315,1310,14
Abril,Petén,1243,624,619,14
Abril,Izabal,829,411,418,14
Abril,Zacapa,490,267,223,14
Abril,Chiquimula,822,420,402,14
Abril,Jalapa,692,332,360,14
Abril,Jutiapa,862,439,423,14
Abril,Extranjero,12,8,4,14
Abril,Ignorado,4,0,4,14
Mayo,Todos los departamentos,32460,16616,15844,14
Mayo,Guatemala,5575,2803,2772,14
Mayo,El Progreso,336,168,168,14
Mayo,Sacatepéquez,555,287,268,14
Mayo,Chimaltenango,1280,604,676,14
Mayo,Escuintla,1466,749,717,14
Mayo,Santa Rosa,782,406,376,14
Mayo,Sololá,868,448,420,14
Mayo,Totonicapán,1012,500,512,14
Mayo,Quetzaltenango,1723,891,832,14
Mayo,Suchitepéquez,1185,653,532,14
Mayo,Retalhuleu,686,350,336,14
Mayo,San Marcos,2489,1245,1244,14
Mayo,Huehuetenango,3193,1634,1559,14
Mayo,Quiché,2580,1322,1258,14
Mayo,Baja Verapaz,663,353,310,14
Mayo,Alta Verapaz,2791,1424,1367,14
Mayo,Petén,1265,696,569,14
Mayo,Izabal,818,403,415,14
Mayo,Zacapa,469,251,218,14
Mayo,Chiquimula,963,511,452,14
Mayo,Jalapa,808,414,394,14
Mayo,Jutiapa,937,494,443,14
Mayo,Extranjero,13,8,5,14
Mayo,Ignorado,3,2,1,14
Junio,Todos los departamentos,30906,15675,15231,14
Junio,Guatemala,5313,2636,2677,14
Junio,El Progreso,324,154,170,14
Junio,Sacatepéquez,557,279,278,14
Junio,Chimaltenango,1282,685,597,14
Junio,Escuintla,1390,726,664,14
Junio,Santa Rosa,729,381,348,14
Junio,Sololá,803,408,395,14
Junio,Totonicapán,1005,493,512,14
Junio,Quetzaltenango,1629,823,806,14
Junio,Suchitepéquez,1146,590,556,14
Junio,Retalhuleu,709,360,349,14
Junio,San Marcos,2341,1206,1135,14
Junio,Huehuetenango,3062,1527,1535,14
Junio,Quiché,2423,1206,1217,14
Junio,Baja Verapaz,628,305,323,14
Junio,Alta Verapaz,2634,1374,1260,14
Junio,Petén,1245,646,599,14
Junio,Izabal,731,363,368,14
Junio,Zacapa,479,256,223,14
Junio,Chiquimula,867,435,432,14
Junio,Jalapa,723,373,350,14
Junio,Jutiapa,869,440,429,14
Junio,Extranjero,9,5,4,14
Junio,Ignorado,8,4,4,14
Julio,Todos los departamentos,31793,16260,15533,14
Julio,Guatemala,5658,2920,2738,14
Julio,El Progreso,328,164,164,14
Julio,Sacatepéquez,579,308,271,14
Julio,Chimaltenango,1299,663,636,14
Julio,Escuintla,1443,758,685,14
Julio,Santa Rosa,751,370,381,14
Julio,Sololá,863,465,398,14
Julio,Totonicapán,1013,502,511,14
Julio,Quetzaltenango,1682,846,836,14
Julio,Suchitepéquez,1108,555,553,14
Julio,Retalhuleu,653,343,310,14
Julio,San Marcos,2456,1226,1230,14
Julio,Huehuetenango,3168,1623,1545,14
Julio,Quiché,2387,1191,1196,14
Julio,Baja Verapaz,660,359,301,14
Julio,Alta Verapaz,2627,1345,1282,14
Julio,Petén,1235,644,591,14
Julio,Izabal,856,415,441,14
Julio,Zacapa,494,258,236,14
Julio,Chiquimula,807,428,379,14
Julio,Jalapa,744,395,349,14
Julio,Jutiapa,966,472,494,14
Julio,Extranjero,12,8,4,14
Julio,Ignorado,4,2,2,14
Agosto,Todos los departamentos,31793,16224,15569,14
Agosto,Guatemala,5586,2822,2764,14
Agosto,El Progreso,358,183,175,14
Agosto,Sacatepéquez,582,322,260,14
Agosto,Chimaltenango,1380,711,669,14
Agosto,Escuintla,1459,767,692,14
Agosto,Santa Rosa,753,394,359,14
Agosto,Sololá,814,413,401,14
Agosto,Totonicapán,991,488,503,14
Agosto,Quetzaltenango,1710,877,833,14
Agosto,Suchitepéquez,1143,555,588,14
Agosto,Retalhuleu,670,349,321,14
Agosto,San Marcos,2534,1287,1247,14
Agosto,Huehuetenango,3082,1588,1494,14
Agosto,Quiché,2136,1065,1071,14
Agosto,Baja Verapaz,618,333,285,14
Agosto,Alta Verapaz,2745,1419,1326,14
Agosto,Petén,1350,680,670,14
Agosto,Izabal,912,466,446,14
Agosto,Zacapa,490,271,219,14
Agosto,Chiquimula,825,394,431,14
Agosto,Jalapa,735,371,364,14
Agosto,Jutiapa,904,460,444,14
Agosto,Extranjero,9,6,3,14
Agosto,Ignorado,7,3,4,14
Septiembre,Todos los departamentos,34533,17588,16945,14
Septiembre,Guatemala,5814,2940,2874,14
Septiembre,El Progreso,408,196,212,14
Septiembre,Sacatepéquez,663,341,322,14
Septiembre,Chimaltenango,1430,705,725,14
Septiembre,Escuintla,1531,769,762,14
Septiembre,Santa Rosa,829,422,407,14
Septiembre,Sololá,880,442,438,14
Septiembre,Totonicapán,1119,583,536,14
Septiembre,Quetzaltenango,1904,940,964,14
Septiembre,Suchitepéquez,1247,662,585,14
Septiembre,Retalhuleu,664,348,316,14
Septiembre,San Marcos,2744,1387,1357,14
Septiembre,Huehuetenango,3213,1638,1575,14
Septiembre,Quiché,2409,1205,1204,14
Septiembre,Baja Verapaz,681,361,320,14
Septiembre,Alta Verapaz,3093,1584,1509,14
Septiembre,Petén,1497,790,707,14
Septiembre,Izabal,1019,526,493,14
Septiembre,Zacapa,546,268,278,14
Septiembre,Chiquimula,962,508,454,14
Septiembre,Jalapa,842,441,401,14
Septiembre,Jutiapa,1018,520,498,14
Septiembre,Extranjero,16,8,8,14
Septiembre,Ignorado,4,4,0,14
Octubre,Todos los departamentos,34513,17439,17074,14
Octubre,Guatemala,5825,2947,2878,14
Octubre,El Progreso,399,193,206,14
Octubre,Sacatepéquez,600,316,284,14
Octubre,Chimaltenango,1293,653,640,14
Octubre,Escuintla,1562,801,761,14
Octubre,Santa Rosa,900,449,451,14
Octubre,Sololá,848,425,423,14
Octubre,Totonicapán,1065,550,515,14
Octubre,Quetzaltenango,1864,953,911,14
Octubre,Suchitepéquez,1254,649,605,14
Octubre,Retalhuleu,775,364,411,14
Octubre,San Marcos,2789,1436,1353,14
Octubre,Huehuetenango,3364,1704,1660,14
Octubre,Quiché,2505,1301,1204,14
Octubre,Baja Verapaz,626,308,318,14
Octubre,Alta Verapaz,2989,1488,1501,14
Octubre,Petén,1430,693,737,14
Octubre,Izabal,975,477,498,14
Octubre,Zacapa,611,308,303,14
Octubre,Chiquimula,927,471,456,14
Octubre,Jalapa,882,432,450,14
Octubre,Jutiapa,1010,510,500,14
Octubre,Extranjero,14,7,7,14
Octubre,Ignorado,6,4,2,14
Noviembre,Todos los departamentos,33040,16849,16191,14
Noviembre,Guatemala,5463,2804,2659,14
Noviembre,El Progreso,344,174,170,14
Noviembre,Sacatepéquez,634,314,320,14
Noviembre,Chimaltenango,1376,684,692,14
Noviembre,Escuintla,1507,747,760,14
Noviembre,Santa Rosa,786,395,391,14
Noviembre,Sololá,788,414,374,14
Noviembre,Totonicapán,1016,530,486,14
Noviembre,Quetzaltenango,1824,939,885,14
Noviembre,Suchitepéquez,1141,583,558,14
Noviembre,Retalhuleu,791,392,399,14
Noviembre,San Marcos,2565,1358,1207,14
Noviembre,Huehuetenango,3236,1668,1568,14
Noviembre,Quiché,2326,1159,1167,14
Noviembre,Baja Verapaz,652,340,312,14
Noviembre,Alta Verapaz,2953,1483,1470,14
Noviembre,Petén,1365,688,677,14
Noviembre,Izabal,919,474,445,14
Noviembre,Zacapa,576,310,266,14
Noviembre,Chiquimula,920,465,455,14
Noviembre,Jalapa,841,423,418,14
Noviembre,Jutiapa,1003,500,503,14
Noviembre,Extranjero,8,2,6,14
Noviembre,Ignorado,6,3,3,14
Diciembre,Todos los departamentos,32533,16690,15843,14
Diciembre,Guatemala,5611,2939,2672,14
Diciembre,El Progreso,389,194,195,14
Diciembre,Sacatepéquez,618,284,334,14
Diciembre,Chimaltenango,1218,625,593,14
Diciembre,Escuintla,1390,717,673,14
Diciembre,Santa Rosa,769,387,382,14
Diciembre,Sololá,833,406,427,14
Diciembre,Totonicapán,969,509,460,14
Diciembre,Quetzaltenango,1813,889,924,14
Diciembre,Suchitepéquez,1095,576,519,14
Diciembre,Retalhuleu,668,361,307,14
Diciembre,San Marcos,2600,1342,1258,14
Diciembre,Huehuetenango,3312,1658,1654,14
Diciembre,Quiché,2308,1199,1109,14
Diciembre,Baja Verapaz,706,362,344,14
Diciembre,Alta Verapaz,2900,1496,1404,14
Diciembre,Petén,1223,644,579,14
Diciembre,Izabal,851,429,422,14
Diciembre,Zacapa,494,263,231,14
Diciembre,Chiquimula,933,472,461,14
Diciembre,Jalapa,868,443,425,14
Diciembre,Jutiapa,955,491,464,14
Diciembre,Extranjero,8,3,5,14
Diciembre,Ignorado,2,1,1,14
Todos los meses,Todos los departamentos,391425,198750,192675,15
Todos los meses,Guatemala,67471,34204,33267,15
Todos los meses,El Progreso,4057,2098,1959,15
Todos los meses,Sacatepéquez,7292,3663,3629,15
Todos los meses,Chimaltenango,16042,8125,7917,15
Todos los meses,Escuintla,16830,8533,8297,15
Todos los meses,Santa Rosa,8834,4400,4434,15
Todos los meses,Sololá,10507,5383,5124,15
Todos los meses,Totonicapán,12443,6390,6053,15
Todos los meses,Quetzaltenango,20838,10497,10341,15
Todos los meses,Suchitepéquez,13818,7132,6686,15
Todos los meses,Retalhuleu,8510,4360,4150,15
Todos los meses,San Marcos,30832,15745,15087,15
Todos los meses,Huehuetenango,38669,19613,19056,15
Todos los meses,Quiché,29490,14967,14523,15
Todos los meses,Baja Verapaz,7953,4128,3825,15
Todos los meses,Alta Verapaz,34605,17513,17092,15
Todos los meses,Petén,15111,7588,7523,15
Todos los meses,Izabal,10326,5205,5121,15
Todos los meses,Zacapa,6115,3075,3040,15
Todos los meses,Chiquimula,10967,5520,5447,15
Todos los meses,Jalapa,9340,4779,4561,15
