Mes,Departamento de residencia,Total,Hombres,Mujeres,Anio
Enero,Izabal,795,435,360,19
Enero,Zacapa,494,241,253,19
Enero,Chiquimula,925,495,430,19
Enero,Jalapa,769,394,375,19
Enero,Jutiapa,889,451,438,19
Enero,Extranjero,44,21,23,19
Enero,Ignorado,5,4,1,19
Febrero,Todos los departamentos,28498,14494,14004,19
Febrero,Guatemala,4677,2344,2333,19
Febrero,El Progreso,301,144,157,19
Febrero,Sacatepéquez,523,259,264,19
Febrero,Chimaltenango,1231,628,603,19
Febrero,Escuintla,1159,622,537,19
Febrero,Santa Rosa,594,308,286,19
Febrero,Sololá,774,404,370,19
Febrero,Totonicapán,1003,523,480,19
Febrero,Quetzaltenango,1536,788,748,19
Febrero,Suchitepéquez,1078,551,527,19
Febrero,Retalhuleu,598,299,299,19
Febrero,San Marcos,2092,1064,1028,19
Febrero,Huehuetenango,2911,1473,1438,19
Febrero,Quiché,2341,1198,1143,19
Febrero,Baja Verapaz,635,326,309,19
Febrero,Alta Verapaz,2599,1333,1266,19
Febrero,Petén,1016,499,517,19
Febrero,Izabal,678,340,338,19
Febrero,Zacapa,420,216,204,19
Febrero,Chiquimula,818,412,406,19
Febrero,Jalapa,675,337,338,19
Febrero,Jutiapa,808,415,393,19
Febrero,Extranjero,28,11,17,19
Febrero,Ignorado,3,0,3,19
Marzo,Todos los departamentos,31342,15760,15582,19
Marzo,Guatemala,4982,2513,2469,19
Marzo,El Progreso,325,165,160,19
Marzo,Sacatepéquez,557,268,289,19
Marzo,Chimaltenango,1315,687,628,19
Marzo,Escuintla,1394,722,672,19
Marzo,Santa Rosa,684,344,340,19
Marzo,Sololá,842,441,401,19
Marzo,Totonicapán,1130,571,559,19
Marzo,Quetzaltenango,1633,788,845,19
Marzo,Suchitepéquez,1136,569,567,19
Marzo,Retalhuleu,639,328,311,19
Marzo,San Marcos,2419,1179,1240,19
Marzo,Huehuetenango,3109,1518,1591,19
Marzo,Quiché,2672,1398,1274,19
Marzo,Baja Verapaz,706,369,337,19
Marzo,Alta Verapaz,2780,1362,1418,19
Marzo,Petén,1284,681,603,19
Marzo,Izabal,736,368,368,19
Marzo,Zacapa,446,234,212,19
Marzo,Chiquimula,916,458,458,19
Marzo,Jalapa,697,331,366,19
Marzo,Jutiapa,905,448,457,19
Marzo,Extranjero,26,16,10,19
Marzo,Ignorado,9,2,7,19
Abril,Todos los departamentos,29729,15208,14521,19
Abril,Guatemala,4931,2495,2436,19
Abril,El Progreso,289,151,138,19
Abril,Sacatepéquez,538,264,274,19
Abril,Chimaltenango,1263,688,575,19
Abril,Escuintla,1220,634,586,19
Abril,Santa Rosa,644,302,342,19
Abril,Sololá,807,386,421,19
Abril,Totonicapán,1016,533,483,19
Abril,Quetzaltenango,1618,813,805,19
Abril,Suchitepéquez,1053,555,498,19
Abril,Retalhuleu,601,322,279,19
Abril,San Marcos,2195,1106,1089,19
Abril,Huehuetenango,2985,1558,1427,19
Abril,Quiché,2383,1212,1171,19
Abril,Baja Verapaz,634,307,327,19
Abril,Alta Verapaz,2834,1462,1372,19
Abril,Petén,1207,634,573,19
Abril,Izabal,742,360,382,19
Abril,Zacapa,426,215,211,19
Abril,Chiquimula,811,426,385,19
Abril,Jalapa,676,347,329,19
Abril,Jutiapa,829,423,406,19
Abril,Extranjero,18,9,9,19
Abril,Ignorado,9,6,3,19
Mayo,Todos los departamentos,31097,15862,15235,19
Mayo,Guatemala,5085,2553,2532,19
Mayo,El Progreso,314,150,164,19
Mayo,Sacatepéquez,557,286,271,19
Mayo,Chimaltenango,1319,696,623,19
Mayo,Escuintla,1297,625,672,19
Mayo,Santa Rosa,666,316,350,19
Mayo,Sololá,838,424,414,19
Mayo,Totonicapán,1042,556,486,19
Mayo,Quetzaltenango,1718,904,814,19
Mayo,Suchitepéquez,1090,545,545,19
Mayo,Retalhuleu,629,320,309,19
Mayo,San Marcos,2284,1167,1117,19
Mayo,Huehuetenango,3019,1575,1444,19
Mayo,Quiché,2637,1323,1314,19
Mayo,Baja Verapaz,610,340,270,19
Mayo,Alta Verapaz,2916,1476,1440,19
Mayo,Petén,1338,674,664,19
Mayo,Izabal,826,427,399,19
Mayo,Zacapa,447,222,225,19
Mayo,Chiquimula,827,455,372,19
Mayo,Jalapa,757,384,373,19
Mayo,Jutiapa,848,429,419,19
Mayo,Extranjero,24,11,13,19
Mayo,Ignorado,9,4,5,19
Junio,Todos los departamentos,29886,15216,14670,19
Junio,Guatemala,4771,2466,2305,19
Junio,El Progreso,262,126,136,19
Junio,Sacatepéquez,496,243,253,19
Junio,Chimaltenango,1221,627,594,19
Junio,Escuintla,1259,680,579,19
Junio,Santa Rosa,642,318,324,19
Junio,Sololá,816,429,387,19
Junio,Totonicapán,1053,558,495,19
Junio,Quetzaltenango,1587,813,774,19
Junio,Suchitepéquez,1122,611,511,19
Junio,Retalhuleu,647,312,335,19
Junio,San Marcos,2299,1176,1123,19
Junio,Huehuetenango,2971,1511,1460,19
Junio,Quiché,2446,1183,1263,19
Junio,Baja Verapaz,619,320,299,19
Junio,Alta Verapaz,2896,1483,1413,19
Junio,Petén,1172,585,587,19
Junio,Izabal,750,370,380,19
Junio,Zacapa,428,217,211,19
Junio,Chiquimula,838,404,434,19
Junio,Jalapa,747,363,384,19
Junio,Jutiapa,822,407,415,19
Junio,Extranjero,17,9,8,19
Junio,Ignorado,5,5,0,19
Julio,Todos los departamentos,30782,15645,15137,19
Julio,Guatemala,4967,2479,2488,19
Julio,El Progreso,315,159,156,19
Julio,Sacatepéquez,546,292,254,19
Julio,Chimaltenango,1256,605,651,19
Julio,Escuintla,1328,660,668,19
Julio,Santa Rosa,696,352,344,19
Julio,Sololá,831,415,416,19
Julio,Totonicapán,990,499,491,19
Julio,Quetzaltenango,1648,809,839,19
Julio,Suchitepéquez,1170,584,586,19
Julio,Retalhuleu,649,331,318,19
Julio,San Marcos,2372,1199,1173,19
Julio,Huehuetenango,3039,1588,1451,19
Julio,Quiché,2459,1234,1225,19
Julio,Baja Verapaz,667,325,342,19
Julio,Alta Verapaz,2920,1565,1355,19
Julio,Petén,1276,666,610,19
Julio,Izabal,808,426,382,19
Julio,Zacapa,458,250,208,19
Julio,Chiquimula,821,386,435,19
Julio,Jalapa,692,346,346,19
Julio,Jutiapa,843,456,387,19
Julio,Extranjero,27,17,10,19
Julio,Ignorado,4,2,2,19
Agosto,Todos los departamentos,31155,15884,15271,19
Agosto,Guatemala,5179,2631,2548,19
Agosto,El Progreso,299,153,146,19
Agosto,Sacatepéquez,556,287,269,19
Agosto,Chimaltenango,1274,658,616,19
Agosto,Escuintla,1343,706,637,19
Agosto,Santa Rosa,661,342,319,19
Agosto,Sololá,902,492,410,19
Agosto,Totonicapán,1057,548,509,19
Agosto,Quetzaltenango,1636,843,793,19
Agosto,Suchitepéquez,1069,522,547,19
Agosto,Retalhuleu,662,339,323,19
Agosto,San Marcos,2279,1179,1100,19
Agosto,Huehuetenango,3094,1567,1527,19
Agosto,Quiché,2493,1303,1190,19
Agosto,Baja Verapaz,665,325,340,19
Agosto,Alta Verapaz,2928,1447,1481,19
Agosto,Petén,1254,621,633,19
Agosto,Izabal,830,424,406,19
Agosto,Zacapa,463,231,232,19
Agosto,Chiquimula,792,381,411,19
Agosto,Jalapa,788,406,382,19
Agosto,Jutiapa,903,469,434,19
Agosto,Extranjero,25,9,16,19
Agosto,Ignorado,3,1,2,19
Septiembre,Todos los departamentos,32973,16837,16136,19
Septiembre,Guatemala,5320,2731,2589,19
Septiembre,El Progreso,333,175,158,19
Septiembre,Sacatepéquez,576,308,268,19
Septiembre,Chimaltenango,1351,693,658,19
Septiembre,Escuintla,1289,679,610,19
Septiembre,Santa Rosa,743,384,359,19
Septiembre,Sololá,864,436,428,19
Septiembre,Totonicapán,1128,556,572,19
Septiembre,Quetzaltenango,1698,909,789,19
Septiembre,Suchitepéquez,1176,571,605,19
Septiembre,Retalhuleu,713,361,352,19
Septiembre,San Marcos,2419,1247,1172,19
Septiembre,Huehuetenango,3421,1769,1652,19
Septiembre,Quiché,2495,1264,1231,19
Septiembre,Baja Verapaz,694,348,346,19
Septiembre,Alta Verapaz,3298,1636,1662,19
Septiembre,Petén,1405,707,698,19
Septiembre,Izabal,917,458,459,19
Septiembre,Zacapa,508,254,254,19
Septiembre,Chiquimula,856,433,423,19
Septiembre,Jalapa,788,432,356,19
Septiembre,Jutiapa,936,464,472,19
Septiembre,Extranjero,42,21,21,19
Septiembre,Ignorado,3,1,2,19
Octubre,Todos los departamentos,32117,16216,15901,19
Octubre,Guatemala,5116,2580,2536,19
Octubre,El Progreso,339,180,159,19
Octubre,Sacatepéquez,528,277,251,19
Octubre,Chimaltenango,1292,659,633,19
Octubre,Escuintla,1378,704,674,19
Octubre,Santa Rosa,678,332,346,19
Octubre,Sololá,852,420,432,19
Octubre,Totonicapán,1118,549,569,19
Octubre,Quetzaltenango,1722,849,873,19
Octubre,Suchitepéquez,1203,621,582,19
Octubre,Retalhuleu,718,389,329,19
Octubre,San Marcos,2354,1206,1148,19
Octubre,Huehuetenango,3232,1619,1613,19
Octubre,Quiché,2486,1191,1295,19
Octubre,Baja Verapaz,702,348,354,19
Octubre,Alta Verapaz,3070,1551,1519,19
Octubre,Petén,1327,702,625,19
Octubre,Izabal,874,424,450,19
Octubre,Zacapa,475,249,226,19
Octubre,Chiquimula,865,455,410,19
Octubre,Jalapa,809,416,393,19
Octubre,Jutiapa,941,478,463,19
Octubre,Extranjero,31,16,15,19
Octubre,Ignorado,7,1,6,19
Noviembre,Todos los departamentos,28958,14766,14192,19
Noviembre,Guatemala,4717,2413,2304,19
Noviembre,El Progreso,311,145,166,19
Noviembre,Sacatepéquez,443,226,217,19
Noviembre,Chimaltenango,1156,588,568,19
Noviembre,Escuintla,1218,642,576,19
Noviembre,Santa Rosa,646,317,329,19
Noviembre,Sololá,821,409,412,19
Noviembre,Totonicapán,932,466,466,19
Noviembre,Quetzaltenango,1539,766,773,19
Noviembre,Suchitepéquez,1050,519,531,19
Noviembre,Retalhuleu,628,332,296,19
Noviembre,San Marcos,2195,1162,1033,19
Noviembre,Huehuetenango,2990,1515,1475,19
Noviembre,Quiché,2171,1131,1040,19
Noviembre,Baja Verapaz,594,300,294,19
Noviembre,Alta Verapaz,2750,1416,1334,19
Noviembre,Petén,1206,597,609,19
Noviembre,Izabal,718,360,358,19
Noviembre,Zacapa,456,237,219,19
Noviembre,Chiquimula,805,389,416,19
Noviembre,Jalapa,779,411,368,19
Noviembre,Jutiapa,794,406,388,19
Noviembre,Extranjero,34,17,17,19
Noviembre,Ignorado,5,2,3,19
Diciembre,Todos los departamentos,28301,14303,13998,19
Diciembre,Guatemala,4665,2312,2353,19
Diciembre,El Progreso,313,168,145,19
Diciembre,Sacatepéquez,475,241,234,19
Diciembre,Chimaltenango,1216,623,593,19
Diciembre,Escuintla,1177,568,609,19
Diciembre,Santa Rosa,647,339,308,19
Diciembre,Sololá,847,446,401,19
Diciembre,Totonicapán,945,493,452,19
Diciembre,Quetzaltenango,1500,729,771,19
Diciembre,Suchitepéquez,1000,513,487,19
Diciembre,Retalhuleu,584,284,300,19
Diciembre,San Marcos,2082,1047,1035,19
Diciembre,Huehuetenango,2773,1343,1430,19
Diciembre,Quiché,2119,1122,997,19
Diciembre,Baja Verapaz,602,312,290,19
Diciembre,Alta Verapaz,2624,1364,1260,19
Diciembre,Petén,1103,572,531,19
Diciembre,Izabal,719,337,382,19
Diciembre,Zacapa,439,220,219,19
Diciembre,Chiquimula,849,421,428,19
Diciembre,Jalapa,754,397,357,19
Diciembre,Jutiapa,839,436,403,19
Diciembre,Extranjero,23,13,10,19
Diciembre,Ignorado,6,3,3,19
Todos los meses,Todos los departamentos,341212,173434,167778,20
Todos los meses,Guatemala,54807,27928,26879,20
Todos los meses,El Progreso,3560,1854,1706,20
Todos los meses,Sacatepéquez,6064,3083,2981,20
Todos los meses,Chimaltenango,14090,7101,6989,20
Todos los meses,Escuintla,14102,7206,6896,20
Todos los meses,Santa Rosa,7696,3947,3749,20
Todos los meses,Sololá,9373,4756,4617,20
Todos los meses,Totonicapán,11838,5988,5850,20
Todos los meses,Quetzaltenango,17911,8935,8976,20
Todos los meses,Suchitepéquez,12066,6092,5974,20
Todos los meses,Retalhuleu,7075,3583,3492,20
Todos los meses,San Marcos,26191,13435,12756,20
Todos los meses,Huehuetenango,33839,17122,16717,20
Todos los meses,Quiché,28045,14129,13916,20
Todos los meses,Baja Verapaz,7274,3684,3590,20
Todos los meses,Alta Verapaz,31582,16021,15561,20
Todos los meses,Petén,13358,6883,6475,20
Todos los meses,Izabal,8919,4478,4441,20
Todos los meses,Zacapa,5000,2548,2452,20
Todos los meses,Chiquimula,9693,5031,4662,20
Todos los meses,Jalapa,8457,4327,4130,20
Todos los meses,Jutiapa,9936,5126,4810,20
Todos los meses,Extranjero,223,113,110,20
Todos los meses,Ignorado,113,64,49,20
Enero,Todos los departamentos,30786,15710,15076,20
Enero,Guatemala,4932,2472,2460,20
Enero,El Progreso,328,170,158,20
Enero,Sacatepéquez,537,256,281,20
Enero,Chimaltenango,1307,661,646,20
Enero,Escuintla,1220,607,613,20
Enero,Santa Rosa,705,343,362,20
Enero,Sololá,850,434,416,20
Enero,Totonicapán,1095,539,556,20
Enero,Quetzaltenango,1635,833,802,20
Enero,Suchitepéquez,1024,529,495,20
Enero,Retalhuleu,634,299,335,20
Enero,San Marcos,2356,1236,1120,20
Enero,Huehuetenango,3105,1600,1505,20
Enero,Quiché,2586,1376,1210,20
Enero,Baja Verapaz,672,343,329,20
Enero,Alta Verapaz,2912,1470,1442,20
Enero,Petén,1145,584,561,20
Enero,Izabal,750,372,378,20
Enero,Zacapa,424,231,193,20
Enero,Chiquimula,893,492,401,20
Enero,Jalapa,816,409,407,20
Enero,Jutiapa,828,440,388,20
Enero,Extranjero,24,10,14,20
Enero,Ignorado,8,4,4,20
Febrero,Todos los departamentos,26889,13646,13243,20
Febrero,Guatemala,4380,2266,2114,20
Febrero,El Progreso,267,131,136,20
Febrero,Sacatepéquez,503,252,251,20
Febrero,Chimaltenango,1223,611,612,20
Febrero,Escuintla,1071,554,517,20
Febrero,Santa Rosa,618,308,310,20
Febrero,Sololá,760,366,394,20
Febrero,Totonicapán,957,482,475,20
Febrero,Quetzaltenango,1496,767,729,20
Febrero,Suchitepéquez,957,467,490,20
Febrero,Retalhuleu,529,268,261,20
Febrero,San Marcos,2143,1051,1092,20
Febrero,Huehuetenango,2750,1366,1384,20
Febrero,Quiché,2223,1161,1062,20
Febrero,Baja Verapaz,567,284,283,20
Febrero,Alta Verapaz,2358,1194,1164,20
Febrero,Petén,872,455,417,20
Febrero,Izabal,593,303,290,20
Febrero,Zacapa,345,172,173,20
Febrero,Chiquimula,803,407,396,20
Febrero,Jalapa,659,360,299,20
Febrero,Jutiapa,789,409,380,20
Febrero,Extranjero,18,7,11,20
Febrero,Ignorado,8,5,3,20
Marzo,Todos los departamentos,27925,14165,13760,20
Marzo,Guatemala,4571,2304,2267,20
Marzo,El Progreso,267,133,134,20
Marzo,Sacatepéquez,508,254,254,20
Marzo,Chimaltenango,1157,570,587,20
Marzo,Escuintla,1089,590,499,20
Marzo,Santa Rosa,610,333,277,20
Marzo,Sololá,785,398,387,20
Marzo,Totonicapán,1053,547,506,20
Marzo,Quetzaltenango,1427,704,723,20
Marzo,Suchitepéquez,1016,523,493,20
Marzo,Retalhuleu,607,302,305,20
Marzo,San Marcos,2277,1157,1120,20
Marzo,Huehuetenango,2825,1441,1384,20
Marzo,Quiché,2409,1176,1233,20
Marzo,Baja Verapaz,629,338,291,20
Marzo,Alta Verapaz,2425,1233,1192,20
Marzo,Petén,929,453,476,20
Marzo,Izabal,667,325,342,20
Marzo,Zacapa,396,187,209,20
Marzo,Chiquimula,744,412,332,20
Marzo,Jalapa,715,370,345,20
Marzo,Jutiapa,800,405,395,20
Marzo,Extranjero,7,1,6,20
Marzo,Ignorado,12,9,3,20
Abril,Todos los departamentos,26984,13870,13114,20
Abril,Guatemala,4299,2245,2054,20
Abril,El Progreso,284,151,133,20
Abril,Sacatepéquez,494,263,231,20
Abril,Chimaltenango,1052,510,542,20
Abril,Escuintla,1134,579,555,20
Abril,Santa Rosa,623,344,279,20
Abril,Sololá,768,395,373,20
Abril,Totonicapán,969,515,454,20
Abril,Quetzaltenango,1451,710,741,20
Abril,Suchitepéquez,978,496,482,20
Abril,Retalhuleu,546,273,273,20
Abril,San Marcos,2103,1109,994,20
Abril,Huehuetenango,2627,1310,1317,20
Abril,Quiché,2318,1172,1146,20
Abril,Baja Verapaz,559,289,270,20
Abril,Alta Verapaz,2407,1240,1167,20
Abril,Petén,1040,549,491,20
Abril,Izabal,703,354,349,20
Abril,Zacapa,376,198,178,20
Abril,Chiquimula,793,411,382,20
Abril,Jalapa,676,338,338,20
Abril,Jutiapa,764,406,358,20
Abril,Extranjero,11,5,6,20
Abril,Ignorado,9,8,1,20
Mayo,Todos los departamentos,28069,14241,13828,20
Mayo,Guatemala,4564,2353,2211,20
Mayo,El Progreso,268,132,136,20
Mayo,Sacatepéquez,498,246,252,20
Mayo,Chimaltenango,1113,578,535,20
Mayo,Escuintla,1195,561,634,20
Mayo,Santa Rosa,610,314,296,20
Mayo,Sololá,821,435,386,20
Mayo,Totonicapán,1016,510,506,20
Mayo,Quetzaltenango,1435,746,689,20
Mayo,Suchitepéquez,967,476,491,20
Mayo,Retalhuleu,576,271,305,20
Mayo,San Marcos,2138,1091,1047,20
Mayo,Huehuetenango,2874,1448,1426,20
Mayo,Quiché,2294,1184,1110,20
Mayo,Baja Verapaz,609,290,319,20
Mayo,Alta Verapaz,2577,1272,1305,20
Mayo,Petén,1059,544,515,20
Mayo,Izabal,678,339,339,20
Mayo,Zacapa,442,222,220,20
Mayo,Chiquimula,808,434,374,20
Mayo,Jalapa,688,373,315,20
Mayo,Jutiapa,808,409,399,20
Mayo,Extranjero,21,7,14,20
Mayo,Ignorado,10,6,4,20
Junio,Todos los departamentos,27992,14276,13716,20
Junio,Guatemala,4592,2330,2262,20
Junio,El Progreso,279,139,140,20
Junio,Sacatepéquez,458,249,209,20
Junio,Chimaltenango,1115,520,595,20
Junio,Escuintla,1224,621,603,20
Junio,Santa Rosa,653,319,334,20
Junio,Sololá,750,361,389,20
Junio,Totonicapán,988,520,468,20
Junio,Quetzaltenango,1452,732,720,20
Junio,Suchitepéquez,981,494,487,20
Junio,Retalhuleu,612,321,291,20
Junio,San Marcos,2279,1172,1107,20
Junio,Huehuetenango,2759,1402,1357,20
Junio,Quiché,2280,1138,1142,20
Junio,Baja Verapaz,617,329,288,20
Junio,Alta Verapaz,2504,1296,1208,20
Junio,Petén,1062,561,501,20
Junio,Izabal,699,352,347,20
Junio,Zacapa,356,191,165,20
Junio,Chiquimula,823,427,396,20
Junio,Jalapa,694,355,339,20
Junio,Jutiapa,791,431,360,20
Junio,Extranjero,16,12,4,20
Junio,Ignorado,8,4,4,20
Julio,Todos los departamentos,28855,14724,14131,20
Julio,Guatemala,4749,2425,2324,20
Julio,El Progreso,317,177,140,20
Julio,Sacatepéquez,547,282,265,20
Julio,Chimaltenango,1282,646,636,20
Julio,Escuintla,1264,670,594,20
Julio,Santa Rosa,670,356,314,20
Julio,Sololá,780,415,365,20
Julio,Totonicapán,973,480,493,20
Julio,Quetzaltenango,1519,727,792,20
Julio,Suchitepéquez,1052,546,506,20
Julio,Retalhuleu,629,338,291,20
Julio,San Marcos,2140,1097,1043,20
Julio,Huehuetenango,2873,1446,1427,20
Julio,Quiché,2322,1190,1132,20
Julio,Baja Verapaz,580,282,298,20
Julio,Alta Verapaz,2540,1278,1262,20
Julio,Petén,1132,597,535,20
Julio,Izabal,728,385,343,20
Julio,Zacapa,404,214,190,20
Julio,Chiquimula,797,395,402,20
Julio,Jalapa,662,313,349,20
Julio,Jutiapa,872,450,422,20
Julio,Extranjero,13,10,3,20
Julio,Ignorado,10,5,5,20
Agosto,Todos los departamentos,29159,14779,14380,20
Agosto,Guatemala,4799,2445,2354,20
Agosto,El Progreso,326,182,144,20
Agosto,Sacatepéquez,501,240,261,20
Agosto,Chimaltenango,1234,625,609,20
Agosto,Escuintla,1207,618,589,20
Agosto,Santa Rosa,662,346,316,20
Agosto,Sololá,759,391,368,20
Agosto,Totonicapán,931,469,462,20
Agosto,Quetzaltenango,1551,782,769,20
Agosto,Suchitepéquez,1085,521,564,20
Agosto,Retalhuleu,561,273,288,20
Agosto,San Marcos,2185,1118,1067,20
Agosto,Huehuetenango,2782,1421,1361,20
Agosto,Quiché,2287,1157,1130,20
Agosto,Baja Verapaz,597,310,287,20
Agosto,Alta Verapaz,2709,1369,1340,20
Agosto,Petén,1265,649,616,20
Agosto,Izabal,884,419,465,20
Agosto,Zacapa,490,236,254,20
Agosto,Chiquimula,765,400,365,20
Agosto,Jalapa,722,370,352,20
Agosto,Jutiapa,839,431,408,20
Agosto,Extranjero,14,5,9,20
Agosto,Ignorado,4,2,2,20
Septiembre,Todos los departamentos,30825,15797,15028,20
Septiembre,Guatemala,4935,2501,2434,20
Septiembre,El Progreso,311,171,140,20
Septiembre,Sacatepéquez,556,279,277,20
Septiembre,Chimaltenango,1169,602,567,20
Septiembre,Escuintla,1271,666,605,20
Septiembre,Santa Rosa,655,343,312,20
Septiembre,Sololá,807,407,400,20
Septiembre,Totonicapán,1023,496,527,20
Septiembre,Quetzaltenango,1611,826,785,20
Septiembre,Suchitepéquez,1070,557,513,20
Septiembre,Retalhuleu,645,330,315,20
Septiembre,San Marcos,2245,1174,1071,20
Septiembre,Huehuetenango,3000,1549,1451,20
Septiembre,Quiché,2491,1254,1237,20
Septiembre,Baja Verapaz,651,332,319,20
Septiembre,Alta Verapaz,3068,1572,1496,20
Septiembre,Petén,1345,686,659,20
Septiembre,Izabal,895,464,431,20
Septiembre,Zacapa,501,256,245,20
Septiembre,Chiquimula,911,458,453,20
Septiembre,Jalapa,723,374,349,20
Septiembre,Jutiapa,902,481,421,20
Septiembre,Extranjero,30,14,16,20
Septiembre,Ignorado,10,5,5,20
Octubre,Todos los departamentos,29888,15044,14844,20
Octubre,Guatemala,4637,2352,2285,20
Octubre,El Progreso,336,181,155,20
Octubre,Sacatepéquez,532,278,254,20
Octubre,Chimaltenango,1201,619,582,20
Octubre,Escuintla,1283,641,642,20
Octubre,Santa Rosa,702,327,375,20
Octubre,Sololá,805,391,414,20
Octubre,Totonicapán,1009,510,499,20
Octubre,Quetzaltenango,1568,785,783,20
Octubre,Suchitepéquez,1043,537,506,20
Octubre,Retalhuleu,595,316,279,20
Octubre,San Marcos,2266,1168,1098,20
Octubre,Huehuetenango,2851,1428,1423,20
Octubre,Quiché,2406,1152,1254,20
Octubre,Baja Verapaz,642,321,321,20
Octubre,Alta Verapaz,2801,1428,1373,20
Octubre,Petén,1311,693,618,20
Octubre,Izabal,879,433,446,20
Octubre,Zacapa,481,241,240,20
Octubre,Chiquimula,813,412,401,20
Octubre,Jalapa,771,363,408,20
Octubre,Jutiapa,922,449,473,20
Octubre,Extranjero,19,11,8,20
Octubre,Ignorado,15,8,7,20
Noviembre,Todos los departamentos,27764,14065,13699,20
Noviembre,Guatemala,4297,2149,2148,20
Noviembre,El Progreso,308,158,150,20
Noviembre,Sacatepéquez,486,250,236,20
Noviembre,Chimaltenango,1150,593,557,20
Noviembre,Escuintla,1141,593,548,20
Noviembre,Santa Rosa,618,314,304,20
Noviembre,Sololá,785,413,372,20
Noviembre,Totonicapán,926,457,469,20
Noviembre,Quetzaltenango,1435,701,734,20
Noviembre,Suchitepéquez,979,476,503,20
Noviembre,Retalhuleu,629,333,296,20
Noviembre,San Marcos,2049,1051,998,20
Noviembre,Huehuetenango,2721,1379,1342,20
Noviembre,Quiché,2223,1104,1119,20
Noviembre,Baja Verapaz,600,310,290,20
Noviembre,Alta Verapaz,2713,1388,1325,20
Noviembre,Petén,1157,594,563,20
Noviembre,Izabal,783,394,389,20
Noviembre,Zacapa,406,214,192,20
Noviembre,Chiquimula,782,391,391,20
Noviembre,Jalapa,676,356,320,20
Noviembre,Jutiapa,867,434,433,20
Noviembre,Extranjero,24,10,14,20
Noviembre,Ignorado,9,3,6,20
Diciembre,Todos los departamentos,26076,13117,12959,20
Diciembre,Guatemala,4052,2086,1966,20
Diciembre,El Progreso,269,129,140,20
Diciembre,Sacatepéquez,444,234,210,20
Diciembre,Chimaltenango,1087,566,521,20
Diciembre,Escuintla,1003,506,497,20
Diciembre,Santa Rosa,570,300,270,20
Diciembre,Sololá,703,350,353,20
Diciembre,Totonicapán,898,463,435,20
Diciembre,Quetzaltenango,1331,622,709,20
Diciembre,Suchitepéquez,914,470,444,20
Diciembre,Retalhuleu,512,259,253,20
Diciembre,San Marcos,2010,1011,999,20
Diciembre,Huehuetenango,2672,1332,1340,20
Diciembre,Quiché,2206,1065,1141,20
Diciembre,Baja Verapaz,551,256,295,20
Diciembre,Alta Verapaz,2568,1281,1287,20
Diciembre,Petén,1041,518,523,20
Diciembre,Izabal,660,338,322,20
Diciembre,Zacapa,379,186,193,20
Diciembre,Chiquimula,761,392,369,20
Diciembre,Jalapa,655,346,309,20
Diciembre,Jutiapa,754,381,373,20
Diciembre,Extranjero,26,21,5,20
Diciembre,Ignorado,10,5,5,20
Todos los meses,Todos los departamentos,345149,174770,170379,21
Todos los meses,Guatemala,51191,25856,25335,21
Todos los meses,El Progreso,3405,1703,1702,21
Todos los meses,Sacatepéquez,5813,2982,2831,21
Todos los meses,Chimaltenango,14151,7134,7017,21
Todos los meses,Escuintla,14189,7115,7074,21
Todos los meses,Santa Rosa,7509,3796,3713,21
Todos los meses,Sololá,9602,4911,4691,21
Todos los meses,Totonicapán,12128,6228,5900,21
Todos los meses,Quetzaltenango,17875,9042,8833,21
Todos los meses,Suchitepéquez,12264,6220,6044,21
Todos los meses,Retalhuleu,6908,3514,3394,21
Todos los meses,San Marcos,26241,13330,12911,21
Todos los meses,Huehuetenango,35558,17914,17644,21
Todos los meses,Quiché,29303,14709,14594,21
Todos los meses,Baja Verapaz,7458,3782,3676,21
Todos los meses,Alta Verapaz,33326,16922,16404,21
Todos los meses,Petén,14095,7172,6923,21
Todos los meses,Izabal,9089,4658,4431,21
Todos los meses,Zacapa,5376,2729,2647,21
Todos los meses,Chiquimula,10388,5224,5164,21
Todos los meses,Jalapa,8707,4355,4352,21
Todos los meses,Jutiapa,10170,5270,4900,21
Todos los meses,Extranjero,328,168,160,21
Todos los meses,Ignorado,75,36,39,21
Enero,Todos los departamentos,26362,13453,12909,21
Enero,Guatemala,3848,1965,1883,21
Enero,El Progreso,244,124,120,21
Enero,Sacatepéquez,419,213,206,21
Enero,Chimaltenango,1057,544,513,21
Enero,Escuintla,1043,536,507,21
Enero,Santa Rosa,544,257,287,21
Enero,Sololá,740,374,366,21
Enero,Totonicapán,959,490,469,21
Enero,Quetzaltenango,1333,707,626,21
Enero,Suchitepéquez,840,422,418,21
Enero,Retalhuleu,493,261,232,21
Enero,San Marcos,2117,1111,1006,21
Enero,Huehuetenango,2841,1435,1406,21
Enero,Quiché,2320,1173,1147,21
Enero,Baja Verapaz,594,317,277,21
Enero,Alta Verapaz,2685,1358,1327,21
Enero,Petén,1001,496,505,21
Enero,Izabal,628,323,305,21
Enero,Zacapa,373,183,190,21
Enero,Chiquimula,866,417,449,21
Enero,Jalapa,621,313,308,21
Enero,Jutiapa,769,417,352,21
Enero,Extranjero,23,14,9,21
Enero,Ignorado,4,3,1,21
Febrero,Todos los departamentos,23828,11924,11904,21
Febrero,Guatemala,3419,1708,1711,21
Febrero,El Progreso,233,117,116,21
Febrero,Sacatepéquez,403,216,187,21
Febrero,Chimaltenango,958,470,488,21
Febrero,Escuintla,928,430,498,21
