Departamento de residencia,Estado civil,Grupos de edad,Total,Hombres,Mujeres,Anio
Izabal,Ignorado(a),Ignorado,0,0,0,16
Zacapa,Todos los estados civiles,Todas las edades,1545,900,645,16
Zacapa,Todos los estados civiles,Menos de 15 años,115,65,50,16
Zacapa,Todos los estados civiles,15 - 24,76,57,19,16
Zacapa,Todos los estados civiles,25 - 44,237,190,47,16
Zacapa,Todos los estados civiles,45 - 64,338,177,161,16
Zacapa,Todos los estados civiles,65 y más,779,411,368,16
Zacapa,Todos los estados civiles,Ignorado,0,0,0,16
Zacapa,Soltero(a),Todas las edades,1003,559,444,16
Zacapa,Soltero(a),Menos de 15 años,115,65,50,16
Zacapa,Soltero(a),15 - 24,74,55,19,16
Zacapa,Soltero(a),25 - 44,162,132,30,16
Zacapa,Soltero(a),45 - 64,178,89,89,16
Zacapa,Soltero(a),65 y más,474,218,256,16
Zacapa,Soltero(a),Ignorado,0,0,0,16
Zacapa,Casado(a),Todas las edades,537,337,200,16
Zacapa,Casado(a),Menos de 15 años,0,0,0,16
Zacapa,Casado(a),15 - 24,2,2,0,16
Zacapa,Casado(a),25 - 44,75,58,17,16
Zacapa,Casado(a),45 - 64,159,87,72,16
Zacapa,Casado(a),65 y más,301,190,111,16
Zacapa,Casado(a),Ignorado,0,0,0,16
Zacapa,Unido(a),Todas las edades,4,3,1,16
Zacapa,Unido(a),Menos de 15 años,0,0,0,16
Zacapa,Unido(a),15 - 24,0,0,0,16
Zacapa,Unido(a),25 - 44,0,0,0,16
Zacapa,Unido(a),45 - 64,0,0,0,16
Zacapa,Unido(a),65 y más,4,3,1,16
Zacapa,Unido(a),Ignorado,0,0,0,16
Zacapa,Ignorado(a),Todas las edades,1,1,0,16
Zacapa,Ignorado(a),Menos de 15 años,0,0,0,16
Zacapa,Ignorado(a),15 - 24,0,0,0,16
Zacapa,Ignorado(a),25 - 44,0,0,0,16
Zacapa,Ignorado(a),45 - 64,1,1,0,16
Zacapa,Ignorado(a),65 y más,0,0,0,16
Zacapa,Ignorado(a),Ignorado,0,0,0,16
Chiquimula,Todos los estados civiles,Todas las edades,2022,1190,832,16
Chiquimula,Todos los estados civiles,Menos de 15 años,171,80,91,16
Chiquimula,Todos los estados civiles,15 - 24,138,100,38,16
Chiquimula,Todos los estados civiles,25 - 44,296,227,69,16
Chiquimula,Todos los estados civiles,45 - 64,388,218,170,16
Chiquimula,Todos los estados civiles,65 y más,1018,562,456,16
Chiquimula,Todos los estados civiles,Ignorado,11,3,8,16
Chiquimula,Soltero(a),Todas las edades,1373,770,603,16
Chiquimula,Soltero(a),Menos de 15 años,171,80,91,16
Chiquimula,Soltero(a),15 - 24,125,93,32,16
Chiquimula,Soltero(a),25 - 44,196,157,39,16
Chiquimula,Soltero(a),45 - 64,182,94,88,16
Chiquimula,Soltero(a),65 y más,691,345,346,16
Chiquimula,Soltero(a),Ignorado,8,1,7,16
Chiquimula,Casado(a),Todas las edades,630,403,227,16
Chiquimula,Casado(a),Menos de 15 años,0,0,0,16
Chiquimula,Casado(a),15 - 24,13,7,6,16
Chiquimula,Casado(a),25 - 44,98,68,30,16
Chiquimula,Casado(a),45 - 64,202,120,82,16
Chiquimula,Casado(a),65 y más,317,208,109,16
Chiquimula,Casado(a),Ignorado,0,0,0,16
Chiquimula,Unido(a),Todas las edades,14,13,1,16
Chiquimula,Unido(a),Menos de 15 años,0,0,0,16
Chiquimula,Unido(a),15 - 24,0,0,0,16
Chiquimula,Unido(a),25 - 44,2,2,0,16
Chiquimula,Unido(a),45 - 64,3,3,0,16
Chiquimula,Unido(a),65 y más,9,8,1,16
Chiquimula,Unido(a),Ignorado,0,0,0,16
Chiquimula,Ignorado(a),Todas las edades,5,4,1,16
Chiquimula,Ignorado(a),Menos de 15 años,0,0,0,16
Chiquimula,Ignorado(a),15 - 24,0,0,0,16
Chiquimula,Ignorado(a),25 - 44,0,0,0,16
Chiquimula,Ignorado(a),45 - 64,1,1,0,16
Chiquimula,Ignorado(a),65 y más,1,1,0,16
Chiquimula,Ignorado(a),Ignorado,3,2,1,16
Jalapa,Todos los estados civiles,Todas las edades,1767,993,774,16
Jalapa,Todos los estados civiles,Menos de 15 años,222,124,98,16
Jalapa,Todos los estados civiles,15 - 24,130,87,43,16
Jalapa,Todos los estados civiles,25 - 44,262,185,77,16
Jalapa,Todos los estados civiles,45 - 64,374,206,168,16
Jalapa,Todos los estados civiles,65 y más,778,391,387,16
Jalapa,Todos los estados civiles,Ignorado,1,0,1,16
Jalapa,Soltero(a),Todas las edades,1045,569,476,16
Jalapa,Soltero(a),Menos de 15 años,222,124,98,16
Jalapa,Soltero(a),15 - 24,124,83,41,16
Jalapa,Soltero(a),25 - 44,170,127,43,16
Jalapa,Soltero(a),45 - 64,124,66,58,16
Jalapa,Soltero(a),65 y más,404,169,235,16
Jalapa,Soltero(a),Ignorado,1,0,1,16
Jalapa,Casado(a),Todas las edades,716,421,295,16
Jalapa,Casado(a),Menos de 15 años,0,0,0,16
Jalapa,Casado(a),15 - 24,5,3,2,16
Jalapa,Casado(a),25 - 44,92,58,34,16
Jalapa,Casado(a),45 - 64,248,140,108,16
Jalapa,Casado(a),65 y más,371,220,151,16
Jalapa,Casado(a),Ignorado,0,0,0,16
Jalapa,Unido(a),Todas las edades,5,2,3,16
Jalapa,Unido(a),Menos de 15 años,0,0,0,16
Jalapa,Unido(a),15 - 24,0,0,0,16
Jalapa,Unido(a),25 - 44,0,0,0,16
Jalapa,Unido(a),45 - 64,2,0,2,16
Jalapa,Unido(a),65 y más,3,2,1,16
Jalapa,Unido(a),Ignorado,0,0,0,16
Jalapa,Ignorado(a),Todas las edades,1,1,0,16
Jalapa,Ignorado(a),Menos de 15 años,0,0,0,16
Jalapa,Ignorado(a),15 - 24,1,1,0,16
Jalapa,Ignorado(a),25 - 44,0,0,0,16
Jalapa,Ignorado(a),45 - 64,0,0,0,16
Jalapa,Ignorado(a),65 y más,0,0,0,16
Jalapa,Ignorado(a),Ignorado,0,0,0,16
Jutiapa,Todos los estados civiles,Todas las edades,2708,1582,1126,16
Jutiapa,Todos los estados civiles,Menos de 15 años,90,48,42,16
Jutiapa,Todos los estados civiles,15 - 24,163,126,37,16
Jutiapa,Todos los estados civiles,25 - 44,427,317,110,16
Jutiapa,Todos los estados civiles,45 - 64,614,348,266,16
Jutiapa,Todos los estados civiles,65 y más,1411,741,670,16
Jutiapa,Todos los estados civiles,Ignorado,3,2,1,16
Jutiapa,Soltero(a),Todas las edades,1775,987,788,16
Jutiapa,Soltero(a),Menos de 15 años,90,48,42,16
Jutiapa,Soltero(a),15 - 24,152,117,35,16
Jutiapa,Soltero(a),25 - 44,300,225,75,16
Jutiapa,Soltero(a),45 - 64,323,181,142,16
Jutiapa,Soltero(a),65 y más,908,415,493,16
Jutiapa,Soltero(a),Ignorado,2,1,1,16
Jutiapa,Casado(a),Todas las edades,912,584,328,16
Jutiapa,Casado(a),Menos de 15 años,0,0,0,16
Jutiapa,Casado(a),15 - 24,11,9,2,16
Jutiapa,Casado(a),25 - 44,126,91,35,16
Jutiapa,Casado(a),45 - 64,285,165,120,16
Jutiapa,Casado(a),65 y más,489,318,171,16
Jutiapa,Casado(a),Ignorado,1,1,0,16
Jutiapa,Unido(a),Todas las edades,19,10,9,16
Jutiapa,Unido(a),Menos de 15 años,0,0,0,16
Jutiapa,Unido(a),15 - 24,0,0,0,16
Jutiapa,Unido(a),25 - 44,1,1,0,16
Jutiapa,Unido(a),45 - 64,6,2,4,16
Jutiapa,Unido(a),65 y más,12,7,5,16
Jutiapa,Unido(a),Ignorado,0,0,0,16
Jutiapa,Ignorado(a),Todas las edades,2,1,1,16
Jutiapa,Ignorado(a),Menos de 15 años,0,0,0,16
Jutiapa,Ignorado(a),15 - 24,0,0,0,16
Jutiapa,Ignorado(a),25 - 44,0,0,0,16
Jutiapa,Ignorado(a),45 - 64,0,0,0,16
Jutiapa,Ignorado(a),65 y más,2,1,1,16
Jutiapa,Ignorado(a),Ignorado,0,0,0,16
Extranjero,Todos los estados civiles,Todas las edades,83,53,30,16
Extranjero,Todos los estados civiles,Menos de 15 años,7,4,3,16
Extranjero,Todos los estados civiles,15 - 24,6,5,1,16
Extranjero,Todos los estados civiles,25 - 44,31,24,7,16
Extranjero,Todos los estados civiles,45 - 64,19,8,11,16
Extranjero,Todos los estados civiles,65 y más,19,12,7,16
Extranjero,Todos los estados civiles,Ignorado,1,0,1,16
Extranjero,Soltero(a),Todas las edades,64,39,25,16
Extranjero,Soltero(a),Menos de 15 años,7,4,3,16
Extranjero,Soltero(a),15 - 24,6,5,1,16
Extranjero,Soltero(a),25 - 44,25,18,7,16
Extranjero,Soltero(a),45 - 64,14,5,9,16
Extranjero,Soltero(a),65 y más,12,7,5,16
Extranjero,Soltero(a),Ignorado,0,0,0,16
Extranjero,Casado(a),Todas las edades,10,8,2,16
Extranjero,Casado(a),Menos de 15 años,0,0,0,16
Extranjero,Casado(a),15 - 24,0,0,0,16
Extranjero,Casado(a),25 - 44,2,2,0,16
Extranjero,Casado(a),45 - 64,2,2,0,16
Extranjero,Casado(a),65 y más,6,4,2,16
Extranjero,Casado(a),Ignorado,0,0,0,16
Extranjero,Unido(a),Todas las edades,0,0,0,16
Extranjero,Unido(a),Menos de 15 años,0,0,0,16
Extranjero,Unido(a),15 - 24,0,0,0,16
Extranjero,Unido(a),25 - 44,0,0,0,16
Extranjero,Unido(a),45 - 64,0,0,0,16
Extranjero,Unido(a),65 y más,0,0,0,16
Extranjero,Unido(a),Ignorado,0,0,0,16
Extranjero,Ignorado(a),Todas las edades,9,6,3,16
Extranjero,Ignorado(a),Menos de 15 años,0,0,0,16
Extranjero,Ignorado(a),15 - 24,0,0,0,16
Extranjero,Ignorado(a),25 - 44,4,4,0,16
Extranjero,Ignorado(a),45 - 64,3,1,2,16
Extranjero,Ignorado(a),65 y más,1,1,0,16
Extranjero,Ignorado(a),Ignorado,1,0,1,16
Ignorado,Todos los estados civiles,Todas las edades,7811,4643,3168,16
Ignorado,Todos los estados civiles,Menos de 15 años,6016,3410,2606,16
Ignorado,Todos los estados civiles,15 - 24,820,575,245,16
Ignorado,Todos los estados civiles,25 - 44,222,179,43,16
Ignorado,Todos los estados civiles,45 - 64,200,151,49,16
Ignorado,Todos los estados civiles,65 y más,314,161,153,16
Ignorado,Todos los estados civiles,Ignorado,239,167,72,16
Ignorado,Todos los estados civiles,Todas las edades,7353,4299,3054,16
Ignorado,Soltero(a),Menos de 15 años,6008,3407,2601,16
Ignorado,Soltero(a),15 - 24,776,546,230,16
Ignorado,Soltero(a),25 - 44,132,107,25,16
Ignorado,Soltero(a),45 - 64,126,88,38,16
Ignorado,Soltero(a),65 y más,251,119,132,16
Ignorado,Soltero(a),Ignorado,60,32,28,16
Ignorado,Casado(a),Todas las edades,65,46,19,16
Ignorado,Casado(a),Menos de 15 años,0,0,0,16
Ignorado,Casado(a),15 - 24,6,6,0,16
Ignorado,Casado(a),25 - 44,12,10,2,16
Ignorado,Casado(a),45 - 64,19,14,5,16
Ignorado,Casado(a),65 y más,28,16,12,16
Ignorado,Casado(a),Ignorado,0,0,0,16
Ignorado,Unido(a),Todas las edades,1,1,0,16
Ignorado,Unido(a),Menos de 15 años,0,0,0,16
Ignorado,Unido(a),15 - 24,0,0,0,16
Ignorado,Unido(a),25 - 44,0,0,0,16
Ignorado,Unido(a),45 - 64,1,1,0,16
Ignorado,Unido(a),65 y más,0,0,0,16
Ignorado,Unido(a),Ignorado,0,0,0,16
Ignorado,Ignorado(a),Todas las edades,392,297,95,16
Ignorado,Ignorado(a),Menos de 15 años,8,3,5,16
Ignorado,Ignorado(a),15 - 24,38,23,15,16
Ignorado,Ignorado(a),25 - 44,78,62,16,16
Ignorado,Ignorado(a),45 - 64,54,48,6,16
Ignorado,Ignorado(a),65 y más,35,26,9,16
Ignorado,Ignorado(a),Ignorado,179,135,44,16
Todos los departamentos,Todos los estados civiles,Todas las edades,81726,45726,36000,17
Todos los departamentos,Todos los estados civiles,Menos de 15 años,11383,6399,4984,17
Todos los departamentos,Todos los estados civiles,15 - 24,5419,3973,1446,17
Todos los departamentos,Todos los estados civiles,25 - 44,11223,7781,3442,17
Todos los departamentos,Todos los estados civiles,45 - 64,16474,9005,7469,17
Todos los departamentos,Todos los estados civiles,65 y más,36875,18368,18507,17
Todos los departamentos,Todos los estados civiles,Ignorado,352,200,152,17
Todos los departamentos,Soltero(a),Todas las edades,52592,28586,24006,17
Todos los departamentos,Soltero(a),Menos de 15 años,11380,6398,4982,17
Todos los departamentos,Soltero(a),15 - 24,5053,3747,1306,17
Todos los departamentos,Soltero(a),25 - 44,6995,5013,1982,17
Todos los departamentos,Soltero(a),45 - 64,7400,3974,3426,17
Todos los departamentos,Soltero(a),65 y más,21633,9398,12235,17
Todos los departamentos,Soltero(a),Ignorado,131,56,75,17
Todos los departamentos,Casado(a),Todas las edades,27850,16375,11475,17
Todos los departamentos,Casado(a),Menos de 15 años,0,0,0,17
Todos los departamentos,Casado(a),15 - 24,323,194,129,17
Todos los departamentos,Casado(a),25 - 44,4066,2646,1420,17
Todos los departamentos,Casado(a),45 - 64,8782,4876,3906,17
Todos los departamentos,Casado(a),65 y más,14645,8646,5999,17
Todos los departamentos,Casado(a),Ignorado,34,13,21,17
Todos los departamentos,Unido(a),Todas las edades,781,411,370,17
Todos los departamentos,Unido(a),Menos de 15 años,0,0,0,17
Todos los departamentos,Unido(a),15 - 24,0,0,0,17
Todos los departamentos,Unido(a),25 - 44,42,27,15,17
Todos los departamentos,Unido(a),45 - 64,213,100,113,17
Todos los departamentos,Unido(a),65 y más,524,284,240,17
Todos los departamentos,Unido(a),Ignorado,2,0,2,17
Todos los departamentos,Ignorado(a),Todas las edades,503,354,149,17
Todos los departamentos,Ignorado(a),Menos de 15 años,3,1,2,17
Todos los departamentos,Ignorado(a),15 - 24,43,32,11,17
Todos los departamentos,Ignorado(a),25 - 44,120,95,25,17
Todos los departamentos,Ignorado(a),45 - 64,79,55,24,17
Todos los departamentos,Ignorado(a),65 y más,73,40,33,17
Todos los departamentos,Ignorado(a),Ignorado,185,131,54,17
Guatemala,Todos los estados civiles,Todas las edades,18182,10129,8053,17
Guatemala,Todos los estados civiles,Menos de 15 años,1010,569,441,17
Guatemala,Todos los estados civiles,15 - 24,1290,1002,288,17
Guatemala,Todos los estados civiles,25 - 44,2778,2013,765,17
Guatemala,Todos los estados civiles,45 - 64,4112,2341,1771,17
Guatemala,Todos los estados civiles,65 y más,8962,4192,4770,17
Guatemala,Todos los estados civiles,Ignorado,30,12,18,17
Guatemala,Soltero(a),Todas las edades,11092,5979,5113,17
Guatemala,Soltero(a),Menos de 15 años,1010,569,441,17
Guatemala,Soltero(a),15 - 24,1223,953,270,17
Guatemala,Soltero(a),25 - 44,1832,1368,464,17
Guatemala,Soltero(a),45 - 64,2034,1121,913,17
Guatemala,Soltero(a),65 y más,4979,1963,3016,17
Guatemala,Soltero(a),Ignorado,14,5,9,17
Guatemala,Casado(a),Todas las edades,6964,4087,2877,17
Guatemala,Casado(a),Menos de 15 años,0,0,0,17
Guatemala,Casado(a),15 - 24,63,46,17,17
Guatemala,Casado(a),25 - 44,920,627,293,17
Guatemala,Casado(a),45 - 64,2050,1205,845,17
Guatemala,Casado(a),65 y más,3930,2209,1721,17
Guatemala,Casado(a),Ignorado,1,0,1,17
Guatemala,Unido(a),Todas las edades,38,15,23,17
Guatemala,Unido(a),Menos de 15 años,0,0,0,17
Guatemala,Unido(a),15 - 24,0,0,0,17
Guatemala,Unido(a),25 - 44,4,4,0,17
Guatemala,Unido(a),45 - 64,5,2,3,17
Guatemala,Unido(a),65 y más,29,9,20,17
Guatemala,Unido(a),Ignorado,0,0,0,17
Guatemala,Ignorado(a),Todas las edades,88,48,40,17
Guatemala,Ignorado(a),Menos de 15 años,0,0,0,17
Guatemala,Ignorado(a),15 - 24,4,3,1,17
Guatemala,Ignorado(a),25 - 44,22,14,8,17
Guatemala,Ignorado(a),45 - 64,23,13,10,17
Guatemala,Ignorado(a),65 y más,24,11,13,17
Guatemala,Ignorado(a),Ignorado,15,7,8,17
El Progreso,Todos los estados civiles,Todas las edades,1079,596,483,17
El Progreso,Todos los estados civiles,Menos de 15 años,74,39,35,17
El Progreso,Todos los estados civiles,15 - 24,50,36,14,17
El Progreso,Todos los estados civiles,25 - 44,131,81,50,17
El Progreso,Todos los estados civiles,45 - 64,226,130,96,17
El Progreso,Todos los estados civiles,65 y más,597,309,288,17
El Progreso,Todos los estados civiles,Ignorado,1,1,0,17
El Progreso,Soltero(a),Todas las edades,692,375,317,17
El Progreso,Soltero(a),Menos de 15 años,74,39,35,17
El Progreso,Soltero(a),15 - 24,50,36,14,17
El Progreso,Soltero(a),25 - 44,88,60,28,17
El Progreso,Soltero(a),45 - 64,112,66,46,17
El Progreso,Soltero(a),65 y más,367,173,194,17
El Progreso,Soltero(a),Ignorado,1,1,0,17
El Progreso,Casado(a),Todas las edades,377,216,161,17
El Progreso,Casado(a),Menos de 15 años,0,0,0,17
El Progreso,Casado(a),15 - 24,0,0,0,17
El Progreso,Casado(a),25 - 44,43,21,22,17
El Progreso,Casado(a),45 - 64,112,64,48,17
El Progreso,Casado(a),65 y más,222,131,91,17
El Progreso,Casado(a),Ignorado,0,0,0,17
El Progreso,Unido(a),Todas las edades,10,5,5,17
El Progreso,Unido(a),Menos de 15 años,0,0,0,17
El Progreso,Unido(a),15 - 24,0,0,0,17
El Progreso,Unido(a),25 - 44,0,0,0,17
El Progreso,Unido(a),45 - 64,2,0,2,17
El Progreso,Unido(a),65 y más,8,5,3,17
El Progreso,Unido(a),Ignorado,0,0,0,17
El Progreso,Ignorado(a),Todas las edades,0,0,0,17
El Progreso,Ignorado(a),Menos de 15 años,0,0,0,17
El Progreso,Ignorado(a),15 - 24,0,0,0,17
El Progreso,Ignorado(a),25 - 44,0,0,0,17
El Progreso,Ignorado(a),45 - 64,0,0,0,17
El Progreso,Ignorado(a),65 y más,0,0,0,17
El Progreso,Ignorado(a),Ignorado,0,0,0,17
Sacatepéquez,Todos los estados civiles,Todas las edades,1652,901,751,17
Sacatepéquez,Todos los estados civiles,Menos de 15 años,69,41,28,17
Sacatepéquez,Todos los estados civiles,15 - 24,62,49,13,17
Sacatepéquez,Todos los estados civiles,25 - 44,217,157,60,17
Sacatepéquez,Todos los estados civiles,45 - 64,401,208,193,17
Sacatepéquez,Todos los estados civiles,65 y más,896,441,455,17
Sacatepéquez,Todos los estados civiles,Ignorado,7,5,2,17
Sacatepéquez,Soltero(a),Todas las edades,825,429,396,17
Sacatepéquez,Soltero(a),Menos de 15 años,69,41,28,17
Sacatepéquez,Soltero(a),15 - 24,59,47,12,17
Sacatepéquez,Soltero(a),25 - 44,119,89,30,17
Sacatepéquez,Soltero(a),45 - 64,137,70,67,17
Sacatepéquez,Soltero(a),65 y más,441,182,259,17
Sacatepéquez,Soltero(a),Ignorado,0,0,0,17
Sacatepéquez,Casado(a),Todas las edades,807,460,347,17
Sacatepéquez,Casado(a),Menos de 15 años,0,0,0,17
Sacatepéquez,Casado(a),15 - 24,3,2,1,17
Sacatepéquez,Casado(a),25 - 44,98,68,30,17
Sacatepéquez,Casado(a),45 - 64,262,136,126,17
Sacatepéquez,Casado(a),65 y más,444,254,190,17
Sacatepéquez,Casado(a),Ignorado,0,0,0,17
Sacatepéquez,Unido(a),Todas las edades,11,7,4,17
Sacatepéquez,Unido(a),Menos de 15 años,0,0,0,17
Sacatepéquez,Unido(a),15 - 24,0,0,0,17
Sacatepéquez,Unido(a),25 - 44,0,0,0,17
Sacatepéquez,Unido(a),45 - 64,2,2,0,17
Sacatepéquez,Unido(a),65 y más,9,5,4,17
Sacatepéquez,Unido(a),Ignorado,0,0,0,17
Sacatepéquez,Ignorado(a),Todas las edades,9,5,4,17
Sacatepéquez,Ignorado(a),Menos de 15 años,0,0,0,17
Sacatepéquez,Ignorado(a),15 - 24,0,0,0,17
Sacatepéquez,Ignorado(a),25 - 44,0,0,0,17
Sacatepéquez,Ignorado(a),45 - 64,0,0,0,17
Sacatepéquez,Ignorado(a),65 y más,2,0,2,17
Sacatepéquez,Ignorado(a),Ignorado,7,5,2,17
Chimaltenango,Todos los estados civiles,Todas las edades,2893,1557,1336,17
Chimaltenango,Todos los estados civiles,Menos de 15 años,339,185,154,17
Chimaltenango,Todos los estados civiles,15 - 24,166,118,48,17
Chimaltenango,Todos los estados civiles,25 - 44,430,286,144,17
Chimaltenango,Todos los estados civiles,45 - 64,610,330,280,17
Chimaltenango,Todos los estados civiles,65 y más,1343,635,708,17
Chimaltenango,Todos los estados civiles,Ignorado,5,3,2,17
Chimaltenango,Soltero(a),Todas las edades,1508,778,730,17
Chimaltenango,Soltero(a),Menos de 15 años,339,185,154,17
Chimaltenango,Soltero(a),15 - 24,144,105,39,17
Chimaltenango,Soltero(a),25 - 44,215,155,60,17
Chimaltenango,Soltero(a),45 - 64,175,89,86,17
Chimaltenango,Soltero(a),65 y más,632,243,389,17
Chimaltenango,Soltero(a),Ignorado,3,1,2,17
Chimaltenango,Casado(a),Todas las edades,1372,771,601,17
Chimaltenango,Casado(a),Menos de 15 años,0,0,0,17
Chimaltenango,Casado(a),15 - 24,22,13,9,17
Chimaltenango,Casado(a),25 - 44,215,131,84,17
Chimaltenango,Casado(a),45 - 64,435,241,194,17
Chimaltenango,Casado(a),65 y más,698,384,314,17
Chimaltenango,Casado(a),Ignorado,2,2,0,17
Chimaltenango,Unido(a),Todas las edades,13,8,5,17
Chimaltenango,Unido(a),Menos de 15 años,0,0,0,17
Chimaltenango,Unido(a),15 - 24,0,0,0,17
Chimaltenango,Unido(a),25 - 44,0,0,0,17
Chimaltenango,Unido(a),45 - 64,0,0,0,17
Chimaltenango,Unido(a),65 y más,13,8,5,17
Chimaltenango,Unido(a),Ignorado,0,0,0,17
Chimaltenango,Ignorado(a),Todas las edades,0,0,0,17
Chimaltenango,Ignorado(a),Menos de 15 años,0,0,0,17
Chimaltenango,Ignorado(a),15 - 24,0,0,0,17
Chimaltenango,Ignorado(a),25 - 44,0,0,0,17
Chimaltenango,Ignorado(a),45 - 64,0,0,0,17
Chimaltenango,Ignorado(a),65 y más,0,0,0,17
Chimaltenango,Ignorado(a),Ignorado,0,0,0,17
Escuintla,Todos los estados civiles,Todas las edades,4278,2481,1797,17
Escuintla,Todos los estados civiles,Menos de 15 años,154,94,60,17
Escuintla,Todos los estados civiles,15 - 24,296,234,62,17
Escuintla,Todos los estados civiles,25 - 44,716,510,206,17
Escuintla,Todos los estados civiles,45 - 64,1099,571,528,17
Escuintla,Todos los estados civiles,65 y más,2004,1064,940,17
Escuintla,Todos los estados civiles,Ignorado,9,8,1,17
Escuintla,Soltero(a),Todas las edades,2785,1581,1204,17
Escuintla,Soltero(a),Menos de 15 años,153,94,59,17
Escuintla,Soltero(a),15 - 24,273,218,55,17
Escuintla,Soltero(a),25 - 44,500,362,138,17
Escuintla,Soltero(a),45 - 64,586,294,292,17
Escuintla,Soltero(a),65 y más,1272,612,660,17
Escuintla,Soltero(a),Ignorado,1,1,0,17
Escuintla,Casado(a),Todas las edades,1468,888,580,17
Escuintla,Casado(a),Menos de 15 años,0,0,0,17
Escuintla,Casado(a),15 - 24,23,16,7,17
Escuintla,Casado(a),25 - 44,213,146,67,17
Escuintla,Casado(a),45 - 64,510,275,235,17
Escuintla,Casado(a),65 y más,722,451,271,17
Escuintla,Casado(a),Ignorado,0,0,0,17
Escuintla,Unido(a),Todas las edades,11,2,9,17
Escuintla,Unido(a),Menos de 15 años,0,0,0,17
Escuintla,Unido(a),15 - 24,0,0,0,17
Escuintla,Unido(a),25 - 44,2,1,1,17
Escuintla,Unido(a),45 - 64,2,1,1,17
Escuintla,Unido(a),65 y más,7,0,7,17
Escuintla,Unido(a),Ignorado,0,0,0,17
Escuintla,Ignorado(a),Todas las edades,14,10,4,17
Escuintla,Ignorado(a),Menos de 15 años,1,0,1,17
Escuintla,Ignorado(a),15 - 24,0,0,0,17
Escuintla,Ignorado(a),25 - 44,1,1,0,17
Escuintla,Ignorado(a),45 - 64,1,1,0,17
Escuintla,Ignorado(a),65 y más,3,1,2,17
Escuintla,Ignorado(a),Ignorado,8,7,1,17
Santa Rosa,Todos los estados civiles,Todas las edades,2206,1277,929,17
Santa Rosa,Todos los estados civiles,Menos de 15 años,39,26,13,17
Santa Rosa,Todos los estados civiles,15 - 24,129,107,22,17
Santa Rosa,Todos los estados civiles,25 - 44,325,236,89,17
Santa Rosa,Todos los estados civiles,45 - 64,498,265,233,17
Santa Rosa,Todos los estados civiles,65 y más,1214,642,572,17
Santa Rosa,Todos los estados civiles,Ignorado,1,1,0,17
Santa Rosa,Soltero(a),Todas las edades,1375,792,583,17
Santa Rosa,Soltero(a),Menos de 15 años,39,26,13,17
Santa Rosa,Soltero(a),15 - 24,119,102,17,17
Santa Rosa,Soltero(a),25 - 44,221,170,51,17
Santa Rosa,Soltero(a),45 - 64,242,129,113,17
Santa Rosa,Soltero(a),65 y más,754,365,389,17
Santa Rosa,Soltero(a),Ignorado,0,0,0,17
Santa Rosa,Casado(a),Todas las edades,798,467,331,17
Santa Rosa,Casado(a),Menos de 15 años,0,0,0,17
Santa Rosa,Casado(a),15 - 24,10,5,5,17
Santa Rosa,Casado(a),25 - 44,103,65,38,17
Santa Rosa,Casado(a),45 - 64,249,135,114,17
Santa Rosa,Casado(a),65 y más,436,262,174,17
Santa Rosa,Casado(a),Ignorado,0,0,0,17
Santa Rosa,Unido(a),Todas las edades,32,17,15,17
Santa Rosa,Unido(a),Menos de 15 años,0,0,0,17
Santa Rosa,Unido(a),15 - 24,0,0,0,17
Santa Rosa,Unido(a),25 - 44,1,1,0,17
Santa Rosa,Unido(a),45 - 64,7,1,6,17
Santa Rosa,Unido(a),65 y más,24,15,9,17
Santa Rosa,Unido(a),Ignorado,0,0,0,17
Santa Rosa,Ignorado(a),Todas las edades,1,1,0,17
Santa Rosa,Ignorado(a),Menos de 15 años,0,0,0,17
Santa Rosa,Ignorado(a),15 - 24,0,0,0,17
Santa Rosa,Ignorado(a),25 - 44,0,0,0,17
Santa Rosa,Ignorado(a),45 - 64,0,0,0,17
Santa Rosa,Ignorado(a),65 y más,0,0,0,17
Santa Rosa,Ignorado(a),Ignorado,1,1,0,17
Sololá,Todos los estados civiles,Todas las edades,1837,980,857,17
Sololá,Todos los estados civiles,Menos de 15 años,175,85,90,17
Sololá,Todos los estados civiles,15 - 24,85,59,26,17
Sololá,Todos los estados civiles,25 - 44,259,171,88,17
Sololá,Todos los estados civiles,45 - 64,417,223,194,17
Sololá,Todos los estados civiles,65 y más,895,439,456,17
Sololá,Todos los estados civiles,Ignorado,6,3,3,17
Sololá,Soltero(a),Todas las edades,1165,592,573,17
Sololá,Soltero(a),Menos de 15 años,175,85,90,17
Sololá,Soltero(a),15 - 24,82,58,24,17
Sololá,Soltero(a),25 - 44,155,107,48,17
Sololá,Soltero(a),45 - 64,191,96,95,17
Sololá,Soltero(a),65 y más,558,244,314,17
Sololá,Soltero(a),Ignorado,4,2,2,17
Sololá,Casado(a),Todas las edades,570,328,242,17
Sololá,Casado(a),Menos de 15 años,0,0,0,17
Sololá,Casado(a),15 - 24,3,1,2,17
Sololá,Casado(a),25 - 44,103,63,40,17
Sololá,Casado(a),45 - 64,201,110,91,17
Sololá,Casado(a),65 y más,263,154,109,17
Sololá,Casado(a),Ignorado,0,0,0,17
Sololá,Unido(a),Todas las edades,98,57,41,17
Sololá,Unido(a),Menos de 15 años,0,0,0,17
Sololá,Unido(a),15 - 24,0,0,0,17
Sololá,Unido(a),25 - 44,1,1,0,17
Sololá,Unido(a),45 - 64,23,15,8,17
