Departamento de residencia,Estado civil,Grupos de edad,Total,Hombres,Mujeres,Anio
Jalapa,Todos los estados civiles,Todas las edades,700,407,293,10
Jalapa,Casado(a),Menos de 15 años,0,0,0,10
Jalapa,Casado(a),15 - 24,6,2,4,10
Jalapa,Casado(a),25 - 44,111,77,34,10
Jalapa,Casado(a),45 - 64,204,129,75,10
Jalapa,Casado(a),65 y más,378,199,179,10
Jalapa,Casado(a),Ignorado,1,0,1,10
Jalapa,Todos los estados civiles,Todas las edades,6,0,6,10
Jalapa,Unido(a),Menos de 15 años,0,0,0,10
Jalapa,Unido(a),15 - 24,2,0,2,10
Jalapa,Unido(a),25 - 44,0,0,0,10
Jalapa,Unido(a),45 - 64,1,0,1,10
Jalapa,Unido(a),65 y más,3,0,3,10
Jalapa,Unido(a),Ignorado,0,0,0,10
Jalapa,Todos los estados civiles,Todas las edades,41,25,16,10
Jalapa,Ignorado(a),Menos de 15 años,36,21,15,10
Jalapa,Ignorado(a),15 - 24,0,0,0,10
Jalapa,Ignorado(a),25 - 44,1,1,0,10
Jalapa,Ignorado(a),45 - 64,0,0,0,10
Jalapa,Ignorado(a),65 y más,2,2,0,10
Jalapa,Ignorado(a),Ignorado,2,1,1,10
Jutiapa,Todos los estados civiles,Todas las edades,2589,1522,1067,10
Jutiapa,Todos los estados civiles,Menos de 15 años,240,135,105,10
Jutiapa,Todos los estados civiles,15 - 24,189,136,53,10
Jutiapa,Todos los estados civiles,25 - 44,458,344,114,10
Jutiapa,Todos los estados civiles,45 - 64,551,310,241,10
Jutiapa,Todos los estados civiles,65 y más,1142,593,549,10
Jutiapa,Todos los estados civiles,Ignorado,9,4,5,10
Jutiapa,Todos los estados civiles,Todas las edades,1568,899,669,10
Jutiapa,Soltero(a),Menos de 15 años,237,133,104,10
Jutiapa,Soltero(a),15 - 24,177,127,50,10
Jutiapa,Soltero(a),25 - 44,304,232,72,10
Jutiapa,Soltero(a),45 - 64,250,147,103,10
Jutiapa,Soltero(a),65 y más,594,258,336,10
Jutiapa,Soltero(a),Ignorado,6,2,4,10
Jutiapa,Todos los estados civiles,Todas las edades,997,606,391,10
Jutiapa,Casado(a),Menos de 15 años,0,0,0,10
Jutiapa,Casado(a),15 - 24,11,8,3,10
Jutiapa,Casado(a),25 - 44,152,111,41,10
Jutiapa,Casado(a),45 - 64,297,160,137,10
Jutiapa,Casado(a),65 y más,535,325,210,10
Jutiapa,Casado(a),Ignorado,2,2,0,10
Jutiapa,Todos los estados civiles,Todas las edades,13,11,2,10
Jutiapa,Unido(a),Menos de 15 años,0,0,0,10
Jutiapa,Unido(a),15 - 24,0,0,0,10
Jutiapa,Unido(a),25 - 44,0,0,0,10
Jutiapa,Unido(a),45 - 64,3,3,0,10
Jutiapa,Unido(a),65 y más,10,8,2,10
Jutiapa,Unido(a),Ignorado,0,0,0,10
Jutiapa,Todos los estados civiles,Todas las edades,11,6,5,10
Jutiapa,Ignorado(a),Menos de 15 años,3,2,1,10
Jutiapa,Ignorado(a),15 - 24,1,1,0,10
Jutiapa,Ignorado(a),25 - 44,2,1,1,10
Jutiapa,Ignorado(a),45 - 64,1,0,1,10
Jutiapa,Ignorado(a),65 y más,3,2,1,10
Jutiapa,Ignorado(a),Ignorado,1,0,1,10
Extranjero,Todos los estados civiles,Todas las edades,136,94,42,10
Extranjero,Todos los estados civiles,Menos de 15 años,8,6,2,10
Extranjero,Todos los estados civiles,15 - 24,17,13,4,10
Extranjero,Todos los estados civiles,25 - 44,52,42,10,10
Extranjero,Todos los estados civiles,45 - 64,34,23,11,10
Extranjero,Todos los estados civiles,65 y más,20,8,12,10
Extranjero,Todos los estados civiles,Ignorado,5,2,3,10
Extranjero,Todos los estados civiles,Todas las edades,95,61,34,10
Extranjero,Soltero(a),Menos de 15 años,6,4,2,10
Extranjero,Soltero(a),15 - 24,15,11,4,10
Extranjero,Soltero(a),25 - 44,36,29,7,10
Extranjero,Soltero(a),45 - 64,24,14,10,10
Extranjero,Soltero(a),65 y más,13,3,10,10
Extranjero,Soltero(a),Ignorado,1,0,1,10
Extranjero,Todos los estados civiles,Todas las edades,24,19,5,10
Extranjero,Casado(a),Menos de 15 años,0,0,0,10
Extranjero,Casado(a),15 - 24,1,1,0,10
Extranjero,Casado(a),25 - 44,10,8,2,10
Extranjero,Casado(a),45 - 64,6,5,1,10
Extranjero,Casado(a),65 y más,6,4,2,10
Extranjero,Casado(a),Ignorado,1,1,0,10
Extranjero,Todos los estados civiles,Todas las edades,1,1,0,10
Extranjero,Unido(a),Menos de 15 años,0,0,0,10
Extranjero,Unido(a),15 - 24,0,0,0,10
Extranjero,Unido(a),25 - 44,1,1,0,10
Extranjero,Unido(a),45 - 64,0,0,0,10
Extranjero,Unido(a),65 y más,0,0,0,10
Extranjero,Unido(a),Ignorado,0,0,0,10
Extranjero,Todos los estados civiles,Todas las edades,16,13,3,10
Extranjero,Ignorado(a),Menos de 15 años,2,2,0,10
Extranjero,Ignorado(a),15 - 24,1,1,0,10
Extranjero,Ignorado(a),25 - 44,5,4,1,10
Extranjero,Ignorado(a),45 - 64,4,4,0,10
Extranjero,Ignorado(a),65 y más,1,1,0,10
Extranjero,Ignorado(a),Ignorado,3,1,2,10
Ignorado,Todos los estados civiles,Todas las edades,1121,830,291,10
Ignorado,Todos los estados civiles,Menos de 15 años,377,209,168,10
Ignorado,Todos los estados civiles,15 - 24,112,85,27,10
Ignorado,Todos los estados civiles,25 - 44,242,204,38,10
Ignorado,Todos los estados civiles,45 - 64,97,90,7,10
Ignorado,Todos los estados civiles,65 y más,70,50,20,10
Ignorado,Todos los estados civiles,Ignorado,223,192,31,10
Ignorado,Todos los estados civiles,Todas las edades,596,384,212,10
Ignorado,Soltero(a),Menos de 15 años,355,195,160,10
Ignorado,Soltero(a),15 - 24,79,62,17,10
Ignorado,Soltero(a),25 - 44,59,46,13,10
Ignorado,Soltero(a),45 - 64,17,14,3,10
Ignorado,Soltero(a),65 y más,29,16,13,10
Ignorado,Soltero(a),Ignorado,57,51,6,10
Ignorado,Todos los estados civiles,Todas las edades,26,21,5,10
Ignorado,Casado(a),Menos de 15 años,0,0,0,10
Ignorado,Casado(a),15 - 24,0,0,0,10
Ignorado,Casado(a),25 - 44,12,9,3,10
Ignorado,Casado(a),45 - 64,7,6,1,10
Ignorado,Casado(a),65 y más,7,6,1,10
Ignorado,Casado(a),Ignorado,0,0,0,10
Ignorado,Todos los estados civiles,Todas las edades,0,0,0,10
Ignorado,Unido(a),Menos de 15 años,0,0,0,10
Ignorado,Unido(a),15 - 24,0,0,0,10
Ignorado,Unido(a),25 - 44,0,0,0,10
Ignorado,Unido(a),45 - 64,0,0,0,10
Ignorado,Unido(a),65 y más,0,0,0,10
Ignorado,Unido(a),Ignorado,0,0,0,10
Ignorado,Todos los estados civiles,Todas las edades,499,425,74,10
Ignorado,Ignorado(a),Menos de 15 años,22,14,8,10
Ignorado,Ignorado(a),15 - 24,33,23,10,10
Ignorado,Ignorado(a),25 - 44,171,149,22,10
Ignorado,Ignorado(a),45 - 64,73,70,3,10
Ignorado,Ignorado(a),65 y más,34,28,6,10
Ignorado,Ignorado(a),Ignorado,166,141,25,10
Todos los departamentos,Todos los estados civiles,Todas las edades,72354,41295,31059,11
Todos los departamentos,Todos los estados civiles,Menos de 15 años,11577,6404,5173,11
Todos los departamentos,Todos los estados civiles,15 - 24,5019,3692,1327,11
Todos los departamentos,Todos los estados civiles,25 - 44,11022,7851,3171,11
Todos los departamentos,Todos los estados civiles,45 - 64,14202,7916,6286,11
Todos los departamentos,Todos los estados civiles,65 y más,29586,14801,14785,11
Todos los departamentos,Todos los estados civiles,Ignorado,948,631,317,11
Todos los departamentos,Soltero(a),Todas las edades,44494,25332,19162,11
Todos los departamentos,Soltero(a),Menos de 15 años,11266,6238,5028,11
Todos los departamentos,Soltero(a),15 - 24,4564,3415,1149,11
Todos los departamentos,Soltero(a),25 - 44,6850,5068,1782,11
Todos los departamentos,Soltero(a),45 - 64,6440,3548,2892,11
Todos los departamentos,Soltero(a),65 y más,14803,6711,8092,11
Todos los departamentos,Soltero(a),Ignorado,571,352,219,11
Todos los departamentos,Casado(a),Todas las edades,26043,14816,11227,11
Todos los departamentos,Casado(a),Menos de 15 años,0,0,0,11
Todos los departamentos,Casado(a),15 - 24,367,211,156,11
Todos los departamentos,Casado(a),25 - 44,3904,2582,1322,11
Todos los departamentos,Casado(a),45 - 64,7457,4163,3294,11
Todos los departamentos,Casado(a),65 y más,14222,7798,6424,11
Todos los departamentos,Casado(a),Ignorado,93,62,31,11
Todos los departamentos,Unido(a),Todas las edades,662,349,313,11
Todos los departamentos,Unido(a),Menos de 15 años,0,0,0,11
Todos los departamentos,Unido(a),15 - 24,9,5,4,11
Todos los departamentos,Unido(a),25 - 44,61,35,26,11
Todos los departamentos,Unido(a),45 - 64,139,75,64,11
Todos los departamentos,Unido(a),65 y más,446,228,218,11
Todos los departamentos,Unido(a),Ignorado,7,6,1,11
Todos los departamentos,Ignorado(a),Todas las edades,1155,798,357,11
Todos los departamentos,Ignorado(a),Menos de 15 años,311,166,145,11
Todos los departamentos,Ignorado(a),15 - 24,79,61,18,11
Todos los departamentos,Ignorado(a),25 - 44,207,166,41,11
Todos los departamentos,Ignorado(a),45 - 64,166,130,36,11
Todos los departamentos,Ignorado(a),65 y más,115,64,51,11
Todos los departamentos,Ignorado(a),Ignorado,277,211,66,11
Guatemala,Todos los estados civiles,Todas las edades,17275,9720,7555,11
Guatemala,Todos los estados civiles,Menos de 15 años,2179,1257,922,11
Guatemala,Todos los estados civiles,15 - 24,1356,1105,251,11
Guatemala,Todos los estados civiles,25 - 44,2546,1896,650,11
Guatemala,Todos los estados civiles,45 - 64,3512,1968,1544,11
Guatemala,Todos los estados civiles,65 y más,7619,3455,4164,11
Guatemala,Todos los estados civiles,Ignorado,63,39,24,11
Guatemala,Soltero(a),Todas las edades,9847,5639,4208,11
Guatemala,Soltero(a),Menos de 15 años,2023,1170,853,11
Guatemala,Soltero(a),15 - 24,1270,1044,226,11
Guatemala,Soltero(a),25 - 44,1639,1271,368,11
Guatemala,Soltero(a),45 - 64,1623,903,720,11
Guatemala,Soltero(a),65 y más,3249,1228,2021,11
Guatemala,Soltero(a),Ignorado,43,23,20,11
Guatemala,Casado(a),Todas las edades,7051,3854,3197,11
Guatemala,Casado(a),Menos de 15 años,0,0,0,11
Guatemala,Casado(a),15 - 24,63,44,19,11
Guatemala,Casado(a),25 - 44,851,581,270,11
Guatemala,Casado(a),45 - 64,1840,1032,808,11
Guatemala,Casado(a),65 y más,4288,2190,2098,11
Guatemala,Casado(a),Ignorado,9,7,2,11
Guatemala,Unido(a),Todas las edades,57,18,39,11
Guatemala,Unido(a),Menos de 15 años,0,0,0,11
Guatemala,Unido(a),15 - 24,0,0,0,11
Guatemala,Unido(a),25 - 44,5,2,3,11
Guatemala,Unido(a),45 - 64,8,2,6,11
Guatemala,Unido(a),65 y más,43,13,30,11
Guatemala,Unido(a),Ignorado,1,1,0,11
Guatemala,Ignorado(a),Todas las edades,320,209,111,11
Guatemala,Ignorado(a),Menos de 15 años,156,87,69,11
Guatemala,Ignorado(a),15 - 24,23,17,6,11
Guatemala,Ignorado(a),25 - 44,51,42,9,11
Guatemala,Ignorado(a),45 - 64,41,31,10,11
Guatemala,Ignorado(a),65 y más,39,24,15,11
Guatemala,Ignorado(a),Ignorado,10,8,2,11
El Progreso,Todos los estados civiles,Todas las edades,919,522,397,11
El Progreso,Todos los estados civiles,Menos de 15 años,82,44,38,11
El Progreso,Todos los estados civiles,15 - 24,47,33,14,11
El Progreso,Todos los estados civiles,25 - 44,140,101,39,11
El Progreso,Todos los estados civiles,45 - 64,178,94,84,11
El Progreso,Todos los estados civiles,65 y más,468,246,222,11
El Progreso,Todos los estados civiles,Ignorado,4,4,0,11
El Progreso,Soltero(a),Todas las edades,544,315,229,11
El Progreso,Soltero(a),Menos de 15 años,80,43,37,11
El Progreso,Soltero(a),15 - 24,44,30,14,11
El Progreso,Soltero(a),25 - 44,85,67,18,11
El Progreso,Soltero(a),45 - 64,90,49,41,11
El Progreso,Soltero(a),65 y más,241,122,119,11
El Progreso,Soltero(a),Ignorado,4,4,0,11
El Progreso,Casado(a),Todas las edades,365,201,164,11
El Progreso,Casado(a),Menos de 15 años,0,0,0,11
El Progreso,Casado(a),15 - 24,3,3,0,11
El Progreso,Casado(a),25 - 44,55,34,21,11
El Progreso,Casado(a),45 - 64,87,44,43,11
El Progreso,Casado(a),65 y más,220,120,100,11
El Progreso,Casado(a),Ignorado,0,0,0,11
El Progreso,Unido(a),Todas las edades,7,5,2,11
El Progreso,Unido(a),Menos de 15 años,0,0,0,11
El Progreso,Unido(a),15 - 24,0,0,0,11
El Progreso,Unido(a),25 - 44,0,0,0,11
El Progreso,Unido(a),45 - 64,1,1,0,11
El Progreso,Unido(a),65 y más,6,4,2,11
El Progreso,Unido(a),Ignorado,0,0,0,11
El Progreso,Ignorado(a),Todas las edades,3,1,2,11
El Progreso,Ignorado(a),Menos de 15 años,2,1,1,11
El Progreso,Ignorado(a),15 - 24,0,0,0,11
El Progreso,Ignorado(a),25 - 44,0,0,0,11
El Progreso,Ignorado(a),45 - 64,0,0,0,11
El Progreso,Ignorado(a),65 y más,1,0,1,11
El Progreso,Ignorado(a),Ignorado,0,0,0,11
Sacatepéquez,Todos los estados civiles,Todas las edades,1481,816,665,11
Sacatepéquez,Todos los estados civiles,Menos de 15 años,85,41,44,11
Sacatepéquez,Todos los estados civiles,15 - 24,69,51,18,11
Sacatepéquez,Todos los estados civiles,25 - 44,209,155,54,11
Sacatepéquez,Todos los estados civiles,45 - 64,338,184,154,11
Sacatepéquez,Todos los estados civiles,65 y más,769,379,390,11
Sacatepéquez,Todos los estados civiles,Ignorado,11,6,5,11
Sacatepéquez,Soltero(a),Todas las edades,645,356,289,11
Sacatepéquez,Soltero(a),Menos de 15 años,81,38,43,11
Sacatepéquez,Soltero(a),15 - 24,57,45,12,11
Sacatepéquez,Soltero(a),25 - 44,114,89,25,11
Sacatepéquez,Soltero(a),45 - 64,108,62,46,11
Sacatepéquez,Soltero(a),65 y más,281,119,162,11
Sacatepéquez,Soltero(a),Ignorado,4,3,1,11
Sacatepéquez,Casado(a),Todas las edades,805,445,360,11
Sacatepéquez,Casado(a),Menos de 15 años,0,0,0,11
Sacatepéquez,Casado(a),15 - 24,11,6,5,11
Sacatepéquez,Casado(a),25 - 44,93,65,28,11
Sacatepéquez,Casado(a),45 - 64,224,117,107,11
Sacatepéquez,Casado(a),65 y más,476,256,220,11
Sacatepéquez,Casado(a),Ignorado,1,1,0,11
Sacatepéquez,Unido(a),Todas las edades,5,2,3,11
Sacatepéquez,Unido(a),Menos de 15 años,0,0,0,11
Sacatepéquez,Unido(a),15 - 24,0,0,0,11
Sacatepéquez,Unido(a),25 - 44,0,0,0,11
Sacatepéquez,Unido(a),45 - 64,2,2,0,11
Sacatepéquez,Unido(a),65 y más,3,0,3,11
Sacatepéquez,Unido(a),Ignorado,0,0,0,11
Sacatepéquez,Ignorado(a),Todas las edades,26,13,13,11
Sacatepéquez,Ignorado(a),Menos de 15 años,4,3,1,11
Sacatepéquez,Ignorado(a),15 - 24,1,0,1,11
Sacatepéquez,Ignorado(a),25 - 44,2,1,1,11
Sacatepéquez,Ignorado(a),45 - 64,4,3,1,11
Sacatepéquez,Ignorado(a),65 y más,9,4,5,11
Sacatepéquez,Ignorado(a),Ignorado,6,2,4,11
Chimaltenango,Todos los estados civiles,Todas las edades,2459,1377,1082,11
Chimaltenango,Todos los estados civiles,Menos de 15 años,319,182,137,11
Chimaltenango,Todos los estados civiles,15 - 24,137,88,49,11
Chimaltenango,Todos los estados civiles,25 - 44,368,261,107,11
Chimaltenango,Todos los estados civiles,45 - 64,477,271,206,11
Chimaltenango,Todos los estados civiles,65 y más,1143,564,579,11
Chimaltenango,Todos los estados civiles,Ignorado,15,11,4,11
Chimaltenango,Soltero(a),Todas las edades,1171,660,511,11
Chimaltenango,Soltero(a),Menos de 15 años,306,173,133,11
Chimaltenango,Soltero(a),15 - 24,108,75,33,11
Chimaltenango,Soltero(a),25 - 44,189,136,53,11
Chimaltenango,Soltero(a),45 - 64,124,69,55,11
Chimaltenango,Soltero(a),65 y más,432,199,233,11
Chimaltenango,Soltero(a),Ignorado,12,8,4,11
Chimaltenango,Casado(a),Todas las edades,1248,693,555,11
Chimaltenango,Casado(a),Menos de 15 años,0,0,0,11
Chimaltenango,Casado(a),15 - 24,26,12,14,11
Chimaltenango,Casado(a),25 - 44,177,123,54,11
Chimaltenango,Casado(a),45 - 64,349,199,150,11
Chimaltenango,Casado(a),65 y más,694,357,337,11
Chimaltenango,Casado(a),Ignorado,2,2,0,11
Chimaltenango,Unido(a),Todas las edades,10,7,3,11
Chimaltenango,Unido(a),Menos de 15 años,0,0,0,11
Chimaltenango,Unido(a),15 - 24,0,0,0,11
Chimaltenango,Unido(a),25 - 44,0,0,0,11
Chimaltenango,Unido(a),45 - 64,0,0,0,11
Chimaltenango,Unido(a),65 y más,10,7,3,11
Chimaltenango,Unido(a),Ignorado,0,0,0,11
Chimaltenango,Ignorado(a),Todas las edades,30,17,13,11
Chimaltenango,Ignorado(a),Menos de 15 años,13,9,4,11
Chimaltenango,Ignorado(a),15 - 24,3,1,2,11
Chimaltenango,Ignorado(a),25 - 44,2,2,0,11
Chimaltenango,Ignorado(a),45 - 64,4,3,1,11
Chimaltenango,Ignorado(a),65 y más,7,1,6,11
Chimaltenango,Ignorado(a),Ignorado,1,1,0,11
Escuintla,Todos los estados civiles,Todas las edades,3742,2271,1471,11
Escuintla,Todos los estados civiles,Menos de 15 años,210,115,95,11
Escuintla,Todos los estados civiles,15 - 24,275,230,45,11
Escuintla,Todos los estados civiles,25 - 44,710,518,192,11
Escuintla,Todos los estados civiles,45 - 64,911,505,406,11
Escuintla,Todos los estados civiles,65 y más,1559,846,713,11
Escuintla,Todos los estados civiles,Ignorado,77,57,20,11
Escuintla,Soltero(a),Todas las edades,2434,1511,923,11
Escuintla,Soltero(a),Menos de 15 años,207,114,93,11
Escuintla,Soltero(a),15 - 24,263,225,38,11
Escuintla,Soltero(a),25 - 44,502,383,119,11
Escuintla,Soltero(a),45 - 64,491,280,211,11
Escuintla,Soltero(a),65 y más,913,466,447,11
Escuintla,Soltero(a),Ignorado,58,43,15,11
Escuintla,Casado(a),Todas las edades,1257,733,524,11
Escuintla,Casado(a),Menos de 15 años,0,0,0,11
Escuintla,Casado(a),15 - 24,10,4,6,11
Escuintla,Casado(a),25 - 44,203,130,73,11
Escuintla,Casado(a),45 - 64,417,224,193,11
Escuintla,Casado(a),65 y más,620,370,250,11
Escuintla,Casado(a),Ignorado,7,5,2,11
Escuintla,Unido(a),Todas las edades,28,11,17,11
Escuintla,Unido(a),Menos de 15 años,0,0,0,11
Escuintla,Unido(a),15 - 24,2,1,1,11
Escuintla,Unido(a),25 - 44,1,1,0,11
Escuintla,Unido(a),45 - 64,3,1,2,11
Escuintla,Unido(a),65 y más,22,8,14,11
Escuintla,Unido(a),Ignorado,0,0,0,11
Escuintla,Ignorado(a),Todas las edades,23,16,7,11
Escuintla,Ignorado(a),Menos de 15 años,3,1,2,11
Escuintla,Ignorado(a),15 - 24,0,0,0,11
Escuintla,Ignorado(a),25 - 44,4,4,0,11
Escuintla,Ignorado(a),45 - 64,0,0,0,11
Escuintla,Ignorado(a),65 y más,4,2,2,11
Escuintla,Ignorado(a),Ignorado,12,9,3,11
Santa Rosa,Todos los estados civiles,Todas las edades,2023,1208,815,11
Santa Rosa,Todos los estados civiles,Menos de 15 años,108,68,40,11
Santa Rosa,Todos los estados civiles,15 - 24,160,122,38,11
Santa Rosa,Todos los estados civiles,25 - 44,355,277,78,11
Santa Rosa,Todos los estados civiles,45 - 64,418,233,185,11
Santa Rosa,Todos los estados civiles,65 y más,976,504,472,11
Santa Rosa,Todos los estados civiles,Ignorado,6,4,2,11
Santa Rosa,Soltero(a),Todas las edades,1265,760,505,11
Santa Rosa,Soltero(a),Menos de 15 años,101,64,37,11
Santa Rosa,Soltero(a),15 - 24,149,117,32,11
Santa Rosa,Soltero(a),25 - 44,259,203,56,11
Santa Rosa,Soltero(a),45 - 64,202,113,89,11
Santa Rosa,Soltero(a),65 y más,549,260,289,11
Santa Rosa,Soltero(a),Ignorado,5,3,2,11
Santa Rosa,Casado(a),Todas las edades,726,431,295,11
Santa Rosa,Casado(a),Menos de 15 años,0,0,0,11
Santa Rosa,Casado(a),15 - 24,8,4,4,11
Santa Rosa,Casado(a),25 - 44,92,70,22,11
Santa Rosa,Casado(a),45 - 64,215,119,96,11
Santa Rosa,Casado(a),65 y más,411,238,173,11
Santa Rosa,Casado(a),Ignorado,0,0,0,11
Santa Rosa,Unido(a),Todas las edades,21,9,12,11
Santa Rosa,Unido(a),Menos de 15 años,0,0,0,11
Santa Rosa,Unido(a),15 - 24,3,1,2,11
Santa Rosa,Unido(a),25 - 44,3,3,0,11
Santa Rosa,Unido(a),45 - 64,1,1,0,11
Santa Rosa,Unido(a),65 y más,14,4,10,11
Santa Rosa,Unido(a),Ignorado,0,0,0,11
Santa Rosa,Ignorado(a),Todas las edades,11,8,3,11
Santa Rosa,Ignorado(a),Menos de 15 años,7,4,3,11
Santa Rosa,Ignorado(a),15 - 24,0,0,0,11
Santa Rosa,Ignorado(a),25 - 44,1,1,0,11
Santa Rosa,Ignorado(a),45 - 64,0,0,0,11
Santa Rosa,Ignorado(a),65 y más,2,2,0,11
Santa Rosa,Ignorado(a),Ignorado,1,1,0,11
Sololá,Todos los estados civiles,Todas las edades,1432,794,638,11
Sololá,Todos los estados civiles,Menos de 15 años,186,94,92,11
Sololá,Todos los estados civiles,15 - 24,91,72,19,11
Sololá,Todos los estados civiles,25 - 44,211,141,70,11
Sololá,Todos los estados civiles,45 - 64,283,166,117,11
Sololá,Todos los estados civiles,65 y más,651,316,335,11
Sololá,Todos los estados civiles,Ignorado,10,5,5,11
Sololá,Soltero(a),Todas las edades,839,445,394,11
Sololá,Soltero(a),Menos de 15 años,184,92,92,11
Sololá,Soltero(a),15 - 24,79,61,18,11
Sololá,Soltero(a),25 - 44,124,90,34,11
Sololá,Soltero(a),45 - 64,109,61,48,11
Sololá,Soltero(a),65 y más,339,140,199,11
Sololá,Soltero(a),Ignorado,4,1,3,11
Sololá,Casado(a),Todas las edades,493,293,200,11
Sololá,Casado(a),Menos de 15 años,0,0,0,11
Sololá,Casado(a),15 - 24,12,11,1,11
Sololá,Casado(a),25 - 44,78,47,31,11
Sololá,Casado(a),45 - 64,153,93,60,11
Sololá,Casado(a),65 y más,247,141,106,11
Sololá,Casado(a),Ignorado,3,1,2,11
Sololá,Unido(a),Todas las edades,91,48,43,11
Sololá,Unido(a),Menos de 15 años,0,0,0,11
Sololá,Unido(a),15 - 24,0,0,0,11
Sololá,Unido(a),25 - 44,8,4,4,11
Sololá,Unido(a),45 - 64,21,12,9,11
Sololá,Unido(a),65 y más,62,32,30,11
Sololá,Unido(a),Ignorado,0,0,0,11
Sololá,Ignorado(a),Todas las edades,9,8,1,11
Sololá,Ignorado(a),Menos de 15 años,2,2,0,11
Sololá,Ignorado(a),15 - 24,0,0,0,11
Sololá,Ignorado(a),25 - 44,1,0,1,11
Sololá,Ignorado(a),45 - 64,0,0,0,11
Sololá,Ignorado(a),65 y más,3,3,0,11
Sololá,Ignorado(a),Ignorado,3,3,0,11
Totonicapán,Todos los estados civiles,Todas las edades,1995,1083,912,11
Totonicapán,Todos los estados civiles,Menos de 15 años,206,119,87,11
Totonicapán,Todos los estados civiles,15 - 24,107,62,45,11
Totonicapán,Todos los estados civiles,25 - 44,331,219,112,11
Totonicapán,Todos los estados civiles,45 - 64,432,242,190,11
Totonicapán,Todos los estados civiles,65 y más,900,436,464,11
Totonicapán,Todos los estados civiles,Ignorado,19,5,14,11
Totonicapán,Soltero(a),Todas las edades,1054,540,514,11
Totonicapán,Soltero(a),Menos de 15 años,198,116,82,11
Totonicapán,Soltero(a),15 - 24,87,54,33,11
Totonicapán,Soltero(a),25 - 44,180,119,61,11
Totonicapán,Soltero(a),45 - 64,147,69,78,11
Totonicapán,Soltero(a),65 y más,431,181,250,11
Totonicapán,Soltero(a),Ignorado,11,1,10,11
Totonicapán,Casado(a),Todas las edades,871,496,375,11
Totonicapán,Casado(a),Menos de 15 años,0,0,0,11
Totonicapán,Casado(a),15 - 24,18,7,11,11
Totonicapán,Casado(a),25 - 44,148,98,50,11
Totonicapán,Casado(a),45 - 64,275,165,110,11
Totonicapán,Casado(a),65 y más,426,224,202,11
Totonicapán,Casado(a),Ignorado,4,2,2,11
Totonicapán,Unido(a),Todas las edades,55,41,14,11
Totonicapán,Unido(a),Menos de 15 años,0,0,0,11
Totonicapán,Unido(a),15 - 24,0,0,0,11
Totonicapán,Unido(a),25 - 44,3,2,1,11
Totonicapán,Unido(a),45 - 64,10,8,2,11
Totonicapán,Unido(a),65 y más,42,31,11,11
Totonicapán,Unido(a),Ignorado,0,0,0,11
Totonicapán,Ignorado(a),Todas las edades,15,6,9,11
Totonicapán,Ignorado(a),Menos de 15 años,8,3,5,11
Totonicapán,Ignorado(a),15 - 24,2,1,1,11
Totonicapán,Ignorado(a),25 - 44,0,0,0,11
Totonicapán,Ignorado(a),45 - 64,0,0,0,11
