Departamento de ocurrencia,Pueblo de pertenencia de la madre,Total,Menos de 15,15 - 19,20 - 24,25 - 29,30 - 34,35 - 39,40 - 44,45 - 49,50 y más,Ignorado,Anio,Departamento de residencia
Suchitepequez,Xinka,0,0,0,0,0,0,0,0,0,0,0,17,
Suchitepequez,Mestizo/Ladino,7161,5,1091,2749,1742,1001,477,90,6,0,0,17,
Suchitepequez,Otro,268,0,108,133,16,6,3,2,0,0,0,17,
Suchitepequez,Ignorado,1592,58,1048,122,204,104,41,14,1,0,0,17,
Retalhuleu,Todos los pueblos,8115,45,1606,2692,1994,1056,559,155,7,1,0,17,
Retalhuleu,Maya,766,0,51,226,231,131,103,22,2,0,0,17,
Retalhuleu,Garifuna,0,0,0,0,0,0,0,0,0,0,0,17,
Retalhuleu,Xinka,0,0,0,0,0,0,0,0,0,0,0,17,
Retalhuleu,Mestizo/Ladino,6769,27,1237,2436,1645,873,428,117,5,1,0,17,
Retalhuleu,Otro,25,0,8,11,4,2,0,0,0,0,0,17,
Retalhuleu,Ignorado,555,18,310,19,114,50,28,16,0,0,0,17,
San Marcos,Todos los pueblos,30133,192,6160,9056,6754,4395,2625,852,80,12,7,17,
San Marcos,Maya,9707,18,1256,2694,2375,1692,1168,452,47,5,0,17,
San Marcos,Garifuna,4,0,0,0,2,0,2,0,0,0,0,17,
San Marcos,Xinka,0,0,0,0,0,0,0,0,0,0,0,17,
San Marcos,Mestizo/Ladino,16944,28,2458,6111,4046,2543,1350,368,28,7,5,17,
San Marcos,Otro,286,0,105,109,29,21,14,8,0,0,0,17,
San Marcos,Ignorado,3192,146,2341,142,302,139,91,24,5,0,2,17,
Huehuetenango,Todos los pueblos,37607,247,8051,11126,8245,5569,3284,991,83,11,0,17,
Huehuetenango,Maya,24509,74,4176,7641,5521,3855,2424,750,60,8,0,17,
Huehuetenango,Garifuna,4,0,0,3,1,0,0,0,0,0,0,17,
Huehuetenango,Xinka,0,0,0,0,0,0,0,0,0,0,0,17,
Huehuetenango,Mestizo/Ladino,9987,16,1518,3228,2530,1636,812,222,22,3,0,17,
Huehuetenango,Otro,185,0,45,112,10,6,8,4,0,0,0,17,
Huehuetenango,Ignorado,2922,157,2312,142,183,72,40,15,1,0,0,17,
Quiche,Todos los pueblos,28651,121,5338,8532,6372,4471,2692,1050,64,10,1,17,
Quiche,Maya,24447,60,3591,7398,5738,4096,2500,993,61,9,1,17,
Quiche,Garifuna,4,0,1,2,1,0,0,0,0,0,0,17,
Quiche,Xinka,0,0,0,0,0,0,0,0,0,0,0,17,
Quiche,Mestizo/Ladino,1914,10,377,600,472,284,133,36,1,1,0,17,
Quiche,Otro,530,0,87,381,23,20,12,7,0,0,0,17,
Quiche,Ignorado,1756,51,1282,151,138,71,47,14,2,0,0,17,
Baja Verapaz,Todos los pueblos,7912,32,1624,2421,1816,1153,645,200,19,1,1,17,
Baja Verapaz,Maya,4407,8,633,1473,1024,711,409,136,12,1,0,17,
Baja Verapaz,Garifuna,1,0,1,0,0,0,0,0,0,0,0,17,
Baja Verapaz,Xinka,0,0,0,0,0,0,0,0,0,0,0,17,
Baja Verapaz,Mestizo/Ladino,2331,0,279,810,624,369,188,56,5,0,0,17,
Baja Verapaz,Otro,126,0,40,80,3,2,1,0,0,0,0,17,
Baja Verapaz,Ignorado,1047,24,671,58,165,71,47,8,2,0,1,17,
Alta Verapaz,Todos los pueblos,33966,185,7145,10296,7084,5218,3026,953,56,2,1,17,
Alta Verapaz,Maya,30252,131,5554,9559,6404,4825,2822,904,51,2,0,17,
Alta Verapaz,Garifuna,2,0,1,1,0,0,0,0,0,0,0,17,
Alta Verapaz,Xinka,1,0,1,0,0,0,0,0,0,0,0,17,
Alta Verapaz,Mestizo/Ladino,1715,3,234,533,486,292,137,27,3,0,0,17,
Alta Verapaz,Otro,304,0,92,100,57,33,14,8,0,0,0,17,
Alta Verapaz,Ignorado,1692,51,1263,103,137,68,53,14,2,0,1,17,
Peten,Todos los pueblos,14808,180,3601,4484,3099,2031,1062,320,27,3,1,17,
Peten,Maya,4499,44,1043,1357,920,611,381,130,10,3,0,17,
Peten,Garifuna,4,0,1,2,0,0,1,0,0,0,0,17,
Peten,Xinka,1,0,0,0,0,1,0,0,0,0,0,17,
Peten,Mestizo/Ladino,9789,110,2147,3095,2159,1398,676,187,17,0,0,17,
Peten,Otro,64,0,42,18,1,2,0,1,0,0,0,17,
Peten,Ignorado,451,26,368,12,19,19,4,2,0,0,1,17,
Izabal,Todos los pueblos,9789,95,2180,3223,2109,1297,688,181,14,1,1,17,
Izabal,Maya,3115,19,668,1000,668,398,276,80,6,0,0,17,
Izabal,Garifuna,46,0,9,15,14,5,2,1,0,0,0,17,
Izabal,Xinka,3,0,1,2,0,0,0,0,0,0,0,17,
Izabal,Mestizo/Ladino,6145,49,1192,2158,1368,872,396,100,8,1,1,17,
Izabal,Otro,34,0,13,18,1,2,0,0,0,0,0,17,
Izabal,Ignorado,446,27,297,30,58,20,14,0,0,0,0,17,
Zacapa,Todos los pueblos,5885,28,1121,1826,1441,884,428,139,12,1,5,17,
Zacapa,Maya,65,0,3,22,30,4,6,0,0,0,0,17,
Zacapa,Garifuna,1,0,0,1,0,0,0,0,0,0,0,17,
Zacapa,Xinka,0,0,0,0,0,0,0,0,0,0,0,17,
Zacapa,Mestizo/Ladino,5252,10,727,1720,1378,854,412,138,11,1,1,17,
Zacapa,Otro,79,0,31,43,1,3,1,0,0,0,0,17,
Zacapa,Ignorado,488,18,360,40,32,23,9,1,1,0,4,17,
Chiquimula,Todos los pueblos,10495,67,1969,3029,2413,1728,984,269,28,4,4,17,
Chiquimula,Maya,1860,4,82,540,506,404,246,67,8,3,0,17,
Chiquimula,Garifuna,0,0,0,0,0,0,0,0,0,0,0,17,
Chiquimula,Xinka,0,0,0,0,0,0,0,0,0,0,0,17,
Chiquimula,Mestizo/Ladino,7369,21,1148,2380,1747,1187,678,190,18,0,0,17,
Chiquimula,Otro,129,0,56,44,7,14,7,1,0,0,0,17,
Chiquimula,Ignorado,1137,42,683,65,153,123,53,11,2,1,4,17,
Jalapa,Todos los pueblos,8972,65,1797,2670,2008,1354,800,257,20,0,1,17,
Jalapa,Maya,1214,0,1,195,339,334,250,89,6,0,0,17,
Jalapa,Garifuna,3,0,1,1,0,1,0,0,0,0,0,17,
Jalapa,Xinka,94,0,39,53,1,1,0,0,0,0,0,17,
Jalapa,Mestizo/Ladino,5862,14,558,2191,1477,947,506,156,13,0,0,17,
Jalapa,Otro,432,0,229,148,31,11,10,3,0,0,0,17,
Jalapa,Ignorado,1367,51,969,82,160,60,34,9,1,0,1,17,
Jutiapa,Todos los pueblos,10748,49,2156,3174,2482,1702,889,272,21,1,2,17,
Jutiapa,Maya,197,0,3,12,90,43,37,11,1,0,0,17,
Jutiapa,Garifuna,1,0,0,1,0,0,0,0,0,0,0,17,
Jutiapa,Xinka,98,0,13,15,24,17,19,10,0,0,0,17,
Jutiapa,Mestizo/Ladino,8982,13,1062,2898,2319,1612,816,242,19,1,0,17,
Jutiapa,Otro,241,0,95,135,5,3,3,0,0,0,0,17,
Jutiapa,Ignorado,1229,36,983,113,44,27,14,9,1,0,2,17,
Extranjero,Todos los pueblos,194,2,20,62,50,41,13,5,1,0,0,17,
Extranjero,Maya,3,0,0,1,1,1,0,0,0,0,0,17,
Extranjero,Garifuna,0,0,0,0,0,0,0,0,0,0,0,17,
Extranjero,Xinka,0,0,0,0,0,0,0,0,0,0,0,17,
Extranjero,Mestizo/Ladino,82,0,6,27,17,22,6,3,1,0,0,17,
Extranjero,Otro,2,0,0,1,1,0,0,0,0,0,0,17,
Extranjero,Ignorado,107,2,14,33,31,18,7,2,0,0,0,17,
Ignorado,Todos los pueblos,74,0,3,4,3,1,0,0,0,0,63,17,
Ignorado,Maya,1,0,0,0,1,0,0,0,0,0,0,17,
Ignorado,Garifuna,0,0,0,0,0,0,0,0,0,0,0,17,
Ignorado,Xinka,0,0,0,0,0,0,0,0,0,0,0,17,
Ignorado,Mestizo/Ladino,3,0,0,0,0,1,0,0,0,0,2,17,
Ignorado,Otro,0,0,0,0,0,0,0,0,0,0,0,17,
Ignorado,Ignorado,70,0,3,4,2,0,0,0,0,0,61,17,
,Todos los pueblos,383263,2004,72615,117125,89425,59125,32409,9744,633,44,139,18,Todos los departamentos
,Maya,162879,416,23082,48842,39882,27901,16724,5643,362,23,4,18,Todos los departamentos
,Garifuna,47,0,9,17,9,9,2,1,0,0,0,18,Todos los departamentos
,Xinka,311,1,100,121,29,31,25,4,0,0,0,18,Todos los departamentos
,Mestizo/Ladino,173965,309,22760,57941,45565,28980,14414,3719,252,18,7,18,Todos los departamentos
,Otro,7604,3,2042,4417,524,375,186,51,5,0,1,18,Todos los departamentos
,Ignorado,38457,1275,24622,5787,3416,1829,1058,326,14,3,127,18,Todos los departamentos
,Todos los pueblos,64735,238,9496,19382,16793,11345,6014,1373,67,7,20,18,Guatemala
,Maya,8572,2,582,2415,2567,1744,996,241,24,1,0,18,Guatemala
,Garifuna,4,0,1,0,2,1,0,0,0,0,0,18,Guatemala
,Xinka,1,0,0,0,0,1,0,0,0,0,0,18,Guatemala
,Mestizo/Ladino,45201,27,3542,13747,13007,9064,4710,1055,41,6,2,18,Guatemala
,Otro,2765,0,910,1642,101,68,36,8,0,0,0,18,Guatemala
,Ignorado,8192,209,4461,1578,1116,467,272,69,2,0,18,18,Guatemala
,Todos los pueblos,3920,14,760,1279,920,595,276,71,5,0,0,18,El Progreso
,Maya,40,0,3,11,11,10,4,1,0,0,0,18,El Progreso
,Garifuna,0,0,0,0,0,0,0,0,0,0,0,18,El Progreso
,Xinka,0,0,0,0,0,0,0,0,0,0,0,18,El Progreso
,Mestizo/Ladino,3604,8,623,1255,847,547,255,64,5,0,0,18,El Progreso
,Otro,24,0,11,4,6,3,0,0,0,0,0,18,El Progreso
,Ignorado,252,6,123,9,56,35,17,6,0,0,0,18,El Progreso
,Todos los pueblos,6545,24,1115,1972,1717,1057,538,112,8,1,1,18,Sacatepequez
,Maya,2214,1,215,600,658,448,226,59,6,1,0,18,Sacatepequez
,Garifuna,0,0,0,0,0,0,0,0,0,0,0,18,Sacatepequez
,Xinka,1,0,0,1,0,0,0,0,0,0,0,18,Sacatepequez
,Mestizo/Ladino,2561,3,182,833,810,454,236,42,1,0,0,18,Sacatepequez
,Otro,529,0,74,268,85,69,27,6,0,0,0,18,Sacatepequez
,Ignorado,1240,20,644,270,164,86,49,5,1,0,1,18,Sacatepequez
,Todos los pueblos,15540,36,2275,4640,3838,2739,1474,505,32,0,1,18,Chimaltenango
,Maya,11244,6,967,3355,3016,2210,1217,447,26,0,0,18,Chimaltenango
,Garifuna,0,0,0,0,0,0,0,0,0,0,0,18,Chimaltenango
,Xinka,0,0,0,0,0,0,0,0,0,0,0,18,Chimaltenango
,Mestizo/Ladino,2492,2,270,907,652,419,198,39,5,0,0,18,Chimaltenango
,Otro,217,0,56,133,13,12,3,0,0,0,0,18,Chimaltenango
,Ignorado,1587,28,982,245,157,98,56,19,1,0,1,18,Chimaltenango
,Todos los pueblos,16321,90,3407,5526,3973,2122,966,218,14,2,3,18,Escuintla
,Maya,510,0,23,135,164,121,49,17,1,0,0,18,Escuintla
,Garifuna,0,0,0,0,0,0,0,0,0,0,0,18,Escuintla
,Xinka,0,0,0,0,0,0,0,0,0,0,0,18,Escuintla
,Mestizo/Ladino,13249,19,1611,4931,3668,1937,876,193,12,2,0,18,Escuintla
,Otro,312,0,148,119,21,11,10,3,0,0,0,18,Escuintla
,Ignorado,2250,71,1625,341,120,53,31,5,1,0,3,18,Escuintla
,Todos los pueblos,8228,54,1689,2697,1854,1131,609,180,13,0,1,18,Santa Rosa
,Maya,60,0,1,17,18,13,9,2,0,0,0,18,Santa Rosa
,Garifuna,0,0,0,0,0,0,0,0,0,0,0,18,Santa Rosa
,Xinka,48,1,21,18,1,6,1,0,0,0,0,18,Santa Rosa
,Mestizo/Ladino,7060,4,943,2569,1745,1048,569,169,13,0,0,18,Santa Rosa
,Otro,53,0,10,33,6,4,0,0,0,0,0,18,Santa Rosa
,Ignorado,1007,49,714,60,84,60,30,9,0,0,1,18,Santa Rosa
,Todos los pueblos,10168,40,1564,2832,2399,1782,1114,413,22,2,0,18,Solola
,Maya,9181,14,1095,2589,2286,1697,1074,402,22,2,0,18,Solola
,Garifuna,0,0,0,0,0,0,0,0,0,0,0,18,Solola
,Xinka,0,0,0,0,0,0,0,0,0,0,0,18,Solola
,Mestizo/Ladino,305,1,46,91,83,54,25,5,0,0,0,18,Solola
,Otro,128,0,33,79,3,8,4,1,0,0,0,18,Solola
,Ignorado,554,25,390,73,27,23,11,5,0,0,0,18,Solola
,Todos los pueblos,12945,39,1991,3951,3207,2125,1160,435,31,4,2,18,Totonicapan
,Maya,11295,7,1195,3475,3028,2029,1119,409,28,3,2,18,Totonicapan
,Garifuna,2,0,1,1,0,0,0,0,0,0,0,18,Totonicapan
,Xinka,0,0,0,0,0,0,0,0,0,0,0,18,Totonicapan
,Mestizo/Ladino,412,0,72,171,89,52,20,6,1,1,0,18,Totonicapan
,Otro,197,0,12,121,32,19,7,5,1,0,0,18,Totonicapan
,Ignorado,1039,32,711,183,58,25,14,15,1,0,0,18,Totonicapan
,Todos los pueblos,20050,99,3888,6085,4829,3132,1559,420,34,1,3,18,Quetzaltenango
,Maya,9448,18,1375,2924,2400,1588,862,258,23,0,0,18,Quetzaltenango
,Garifuna,2,0,0,0,0,1,1,0,0,0,0,18,Quetzaltenango
,Xinka,0,0,0,0,0,0,0,0,0,0,0,18,Quetzaltenango
,Mestizo/Ladino,8351,14,1123,2843,2239,1382,601,139,8,1,1,18,Quetzaltenango
,Otro,277,2,61,122,40,35,14,1,1,0,1,18,Quetzaltenango
,Ignorado,1972,65,1329,196,150,126,81,22,2,0,1,18,Quetzaltenango
,Todos los pueblos,13623,69,2650,4597,3164,1905,985,240,12,0,1,18,Suchitepequez
,Maya,4207,1,247,1232,1257,841,480,144,5,0,0,18,Suchitepequez
,Garifuna,0,0,0,0,0,0,0,0,0,0,0,18,Suchitepequez
,Xinka,0,0,0,0,0,0,0,0,0,0,0,18,Suchitepequez
,Mestizo/Ladino,7259,10,1157,2813,1740,969,470,93,7,0,0,18,Suchitepequez
,Otro,357,1,102,238,6,8,1,1,0,0,0,18,Suchitepequez
,Ignorado,1800,57,1144,314,161,87,34,2,0,0,1,18,Suchitepequez
,Todos los pueblos,8236,32,1592,2717,1977,1184,562,164,8,0,0,18,Retalhuleu
,Maya,715,0,54,193,213,148,82,25,0,0,0,18,Retalhuleu
,Garifuna,0,0,0,0,0,0,0,0,0,0,0,18,Retalhuleu
,Xinka,1,0,1,0,0,0,0,0,0,0,0,18,Retalhuleu
,Mestizo/Ladino,6952,15,1235,2473,1666,971,453,131,8,0,0,18,Retalhuleu
,Otro,24,0,5,15,1,2,0,1,0,0,0,18,Retalhuleu
,Ignorado,544,17,297,36,97,63,27,7,0,0,0,18,Retalhuleu
,Todos los pueblos,29426,164,5965,9013,6478,4389,2436,875,90,5,11,18,San Marcos
,Maya,9390,12,1299,2587,2217,1677,1102,448,46,1,1,18,San Marcos
,Garifuna,4,0,0,1,1,2,0,0,0,0,0,18,San Marcos
,Xinka,0,0,0,0,0,0,0,0,0,0,0,18,San Marcos
,Mestizo/Ladino,16653,19,2470,5964,3984,2545,1242,383,41,2,3,18,San Marcos
,Otro,271,0,51,158,19,22,14,7,0,0,0,18,San Marcos
,Ignorado,3108,133,2145,303,257,143,78,37,3,2,7,18,San Marcos
,Todos los pueblos,38156,273,8309,11351,8334,5513,3263,1033,69,8,3,18,Huehuetenango
,Maya,24943,81,4430,7698,5578,3879,2449,771,50,7,0,18,Huehuetenango
,Garifuna,0,0,0,0,0,0,0,0,0,0,0,18,Huehuetenango
,Xinka,0,0,0,0,0,0,0,0,0,0,0,18,Huehuetenango
,Mestizo/Ladino,9865,27,1484,3181,2596,1556,758,243,18,1,1,18,Huehuetenango
,Otro,252,0,55,163,11,11,8,3,1,0,0,18,Huehuetenango
,Ignorado,3096,165,2340,309,149,67,48,16,0,0,2,18,Huehuetenango
,Todos los pueblos,30168,148,5762,8946,6784,4638,2848,970,68,3,1,18,Quiche
,Maya,25329,68,3838,7456,6147,4218,2623,912,64,2,1,18,Quiche
,Garifuna,0,0,0,0,0,0,0,0,0,0,0,18,Quiche
,Xinka,0,0,0,0,0,0,0,0,0,0,0,18,Quiche
,Mestizo/Ladino,2045,13,414,662,463,306,146,38,2,1,0,18,Quiche
,Otro,559,0,44,425,44,28,13,4,1,0,0,18,Quiche
,Ignorado,2235,67,1466,403,130,86,66,16,1,0,0,18,Quiche
,Todos los pueblos,8030,31,1624,2478,1823,1187,637,239,9,0,2,18,Baja Verapaz
,Maya,4411,5,692,1401,1063,694,395,156,5,0,0,18,Baja Verapaz
,Garifuna,0,0,0,0,0,0,0,0,0,0,0,18,Baja Verapaz
,Xinka,1,0,0,1,0,0,0,0,0,0,0,18,Baja Verapaz
,Mestizo/Ladino,2453,2,328,816,639,410,191,63,4,0,0,18,Baja Verapaz
,Otro,128,0,29,95,3,1,0,0,0,0,0,18,Baja Verapaz
,Ignorado,1037,24,575,165,118,82,51,20,0,0,2,18,Baja Verapaz
,Todos los pueblos,34819,200,7522,10665,7276,5103,3007,990,49,5,2,18,Alta Verapaz
,Maya,30030,132,5178,9622,6592,4697,2821,940,43,5,0,18,Alta Verapaz
,Garifuna,2,0,0,1,1,0,0,0,0,0,0,18,Alta Verapaz
,Xinka,2,0,0,2,0,0,0,0,0,0,0,18,Alta Verapaz
,Mestizo/Ladino,1736,1,199,533,529,308,129,31,6,0,0,18,Alta Verapaz
,Otro,361,0,129,128,52,30,20,2,0,0,0,18,Alta Verapaz
,Ignorado,2688,67,2016,379,102,68,37,17,0,0,2,18,Alta Verapaz
,Todos los pueblos,15427,164,3562,4771,3253,2136,1166,347,25,2,1,18,Peten
,Maya,4708,37,1042,1429,966,663,429,130,11,1,0,18,Peten
,Garifuna,0,0,0,0,0,0,0,0,0,0,0,18,Peten
,Xinka,1,0,0,0,0,1,0,0,0,0,0,18,Peten
,Mestizo/Ladino,10097,86,2081,3249,2267,1453,730,216,14,1,0,18,Peten
,Otro,75,0,30,41,3,0,1,0,0,0,0,18,Peten
,Ignorado,546,41,409,52,17,19,6,1,0,0,1,18,Peten
,Todos los pueblos,10130,93,2259,3282,2222,1357,710,193,12,0,2,18,Izabal
,Maya,3480,28,758,1114,726,469,280,101,4,0,0,18,Izabal
,Garifuna,31,0,6,13,5,5,1,1,0,0,0,18,Izabal
,Xinka,0,0,0,0,0,0,0,0,0,0,0,18,Izabal
,Mestizo/Ladino,6116,23,1191,2090,1436,859,419,90,8,0,0,18,Izabal
,Otro,51,0,12,21,10,6,2,0,0,0,0,18,Izabal
,Ignorado,452,42,292,44,45,18,8,1,0,0,2,18,Izabal
,Todos los pueblos,5835,26,1170,1804,1395,887,425,115,8,1,4,18,Zacapa
,Maya,55,0,4,12,20,12,7,0,0,0,0,18,Zacapa
,Garifuna,0,0,0,0,0,0,0,0,0,0,0,18,Zacapa
,Xinka,0,0,0,0,0,0,0,0,0,0,0,18,Zacapa
,Mestizo/Ladino,5012,9,663,1617,1341,850,413,110,8,1,0,18,Zacapa
,Otro,105,0,35,67,1,2,0,0,0,0,0,18,Zacapa
,Ignorado,663,17,468,108,33,23,5,5,0,0,4,18,Zacapa
,Todos los pueblos,10698,55,2085,3132,2447,1707,972,273,24,3,0,18,Chiquimula
,Maya,1795,4,78,442,528,393,259,87,4,0,0,18,Chiquimula
,Garifuna,0,0,0,0,0,0,0,0,0,0,0,18,Chiquimula
,Xinka,0,0,0,0,0,0,0,0,0,0,0,18,Chiquimula
,Mestizo/Ladino,7687,11,1287,2526,1797,1227,645,173,19,2,0,18,Chiquimula
,Otro,136,0,43,70,7,6,6,4,0,0,0,18,Chiquimula
,Ignorado,1080,40,677,94,115,81,62,9,1,1,0,18,Chiquimula
,Todos los pueblos,9305,68,1918,2755,2098,1399,782,274,11,0,0,18,Jalapa
,Maya,1076,0,5,128,358,299,202,84,0,0,0,18,Jalapa
,Garifuna,1,0,0,1,0,0,0,0,0,0,0,18,Jalapa
,Xinka,122,0,31,84,3,1,3,0,0,0,0,18,Jalapa
,Mestizo/Ladino,6031,7,713,2024,1557,1024,524,173,9,0,0,18,Jalapa
,Otro,497,0,158,271,32,17,14,4,1,0,0,18,Jalapa
,Ignorado,1578,61,1011,247,148,58,39,13,1,0,0,18,Jalapa
,Todos los pueblos,10536,45,1977,3149,2555,1633,871,284,22,0,0,18,Jutiapa
,Maya,164,0,1,4,63,49,39,8,0,0,0,18,Jutiapa
,Garifuna,1,0,1,0,0,0,0,0,0,0,0,18,Jutiapa
,Xinka,134,0,47,15,25,22,21,4,0,0,0,18,Jutiapa
,Mestizo/Ladino,8727,8,1120,2619,2384,1522,793,259,22,0,0,18,Jutiapa
,Otro,282,0,34,204,27,10,6,1,0,0,0,18,Jutiapa
,Ignorado,1228,37,774,307,56,30,12,12,0,0,0,18,Jutiapa
,Todos los pueblos,339,1,35,100,89,58,35,20,0,0,1,18,Extranjero
,Maya,12,0,0,3,6,2,0,1,0,0,0,18,Extranjero
,Garifuna,0,0,0,0,0,0,0,0,0,0,0,18,Extranjero
,Xinka,0,0,0,0,0,0,0,0,0,0,0,18,Extranjero
,Mestizo/Ladino,97,0,6,27,26,23,11,4,0,0,0,18,Extranjero
,Otro,4,0,0,0,1,3,0,0,0,0,0,18,Extranjero
,Ignorado,226,1,29,70,56,30,24,15,0,0,1,18,Extranjero
,Todos los pueblos,83,1,0,1,0,1,0,0,0,0,80,18,Ignorado
,Maya,0,0,0,0,0,0,0,0,0,0,0,18,Ignorado
,Garifuna,0,0,0,0,0,0,0,0,0,0,0,18,Ignorado
,Xinka,0,0,0,0,0,0,0,0,0,0,0,18,Ignorado
,Mestizo/Ladino,0,0,0,0,0,0,0,0,0,0,0,18,Ignorado
,Otro,0,0,0,0,0,0,0,0,0,0,0,18,Ignorado
,Ignorado,83,1,0,1,0,1,0,0,0,0,80,18,Ignorado
,Todos los pueblos,366855,1914,67984,112059,87019,57213,30783,9161,594,36,92,19,Todos los departamentos
,Maya,154812,337,20851,45656,39517,26987,15771,5303,367,23,0,19,Todos los departamentos
,Garífuna,92,0,15,31,22,14,7,3,0,0,0,19,Todos los departamentos
,Xinka,557,0,273,208,31,21,16,8,0,0,0,19,Todos los departamentos
,Mestizo/Ladino,162397,258,20671,52023,44102,27835,13796,3488,207,10,7,19,Todos los departamentos
,Otro,8224,3,1909,5228,490,337,190,64,2,0,1,19,Todos los departamentos
,Ignorado,40773,1316,24265,8913,2857,2019,1003,295,18,3,84,19,Todos los departamentos
,Todos los pueblos,59563,175,8483,17577,15506,10923,5512,1320,53,3,11,19,Guatemala
,Maya,7794,0,610,1951,2398,1698,855,266,15,1,0,19,Guatemala
,Garífuna,5,0,0,2,2,0,1,0,0,0,0,19,Guatemala
,Xinka,0,0,0,0,0,0,0,0,0,0,0,19,Guatemala
,Mestizo/Ladino,40641,18,3485,11065,12059,8642,4352,983,36,1,0,19,Guatemala
,Otro,3007,0,704,2138,68,47,44,6,0,0,0,19,Guatemala
,Ignorado,8116,157,3684,2421,979,536,260,65,2,1,11,19,Guatemala
,Todos los pueblos,3709,14,712,1175,916,580,241,68,3,0,0,19,El Progreso
,Maya,26,0,3,6,9,5,2,1,0,0,0,19,El Progreso
,Garífuna,0,0,0,0,0,0,0,0,0,0,0,19,El Progreso
,Xinka,0,0,0,0,0,0,0,0,0,0,0,19,El Progreso
,Mestizo/Ladino,3387,11,593,1145,844,518,211,62,3,0,0,19,El Progreso
,Otro,15,0,3,9,1,2,0,0,0,0,0,19,El Progreso
,Ignorado,281,3,113,15,62,55,28,5,0,0,0,19,El Progreso
,Todos los pueblos,6341,31,1041,1924,1620,1067,506,144,7,1,0,19,Sacatepéquez
,Maya,2044,2,161,554,619,428,230,47,3,0,0,19,Sacatepéquez
,Garífuna,1,0,1,0,0,0,0,0,0,0,0,19,Sacatepéquez
,Xinka,0,0,0,0,0,0,0,0,0,0,0,19,Sacatepéquez
,Mestizo/Ladino,2440,4,175,685,786,508,210,70,2,0,0,19,Sacatepéquez
,Otro,491,0,60,233,106,49,32,11,0,0,0,19,Sacatepéquez
,Ignorado,1365,25,644,452,109,82,34,16,2,1,0,19,Sacatepéquez
,Todos los pueblos,15192,39,2164,4528,3912,2646,1450,425,27,0,1,19,Chimaltenango
,Maya,10646,1,796,3143,3046,2103,1170,364,23,0,0,19,Chimaltenango
,Garífuna,1,0,0,1,0,0,0,0,0,0,0,19,Chimaltenango
,Xinka,0,0,0,0,0,0,0,0,0,0,0,19,Chimaltenango
,Mestizo/Ladino,2503,1,244,811,728,430,237,48,4,0,0,19,Chimaltenango
,Otro,297,0,97,180,13,4,2,1,0,0,0,19,Chimaltenango
,Ignorado,1745,37,1027,393,125,109,41,12,0,0,1,19,Chimaltenango
,Todos los pueblos,15437,99,3231,5130,3825,2050,896,195,9,0,2,19,Escuintla
,Maya,492,0,30,119,169,104,53,17,0,0,0,19,Escuintla
,Garífuna,2,0,0,0,1,1,0,0,0,0,0,19,Escuintla
,Xinka,0,0,0,0,0,0,0,0,0,0,0,19,Escuintla
,Mestizo/Ladino,12114,22,1489,4204,3528,1877,813,170,9,0,2,19,Escuintla
,Otro,381,0,140,194,21,14,9,3,0,0,0,19,Escuintla
,Ignorado,2448,77,1572,613,106,54,21,5,0,0,0,19,Escuintla
,Todos los pueblos,8024,32,1601,2597,1863,1190,577,156,8,0,0,19,Santa Rosa
,Maya,65,0,6,13,29,12,5,0,0,0,0,19,Santa Rosa
,Garífuna,2,0,0,0,0,2,0,0,0,0,0,19,Santa Rosa
,Xinka,74,0,42,24,3,3,2,0,0,0,0,19,Santa Rosa
,Mestizo/Ladino,6927,1,879,2454,1757,1125,552,151,8,0,0,19,Santa Rosa
,Otro,58,0,21,31,4,1,1,0,0,0,0,19,Santa Rosa
,Ignorado,898,31,653,75,70,47,17,5,0,0,0,19,Santa Rosa
,Todos los pueblos,10021,32,1428,2834,2402,1784,1103,406,30,2,0,19,Sololá
,Maya,9056,13,1051,2513,2310,1687,1060,390,30,2,0,19,Sololá
,Garífuna,0,0,0,0,0,0,0,0,0,0,0,19,Sololá
,Xinka,0,0,0,0,0,0,0,0,0,0,0,19,Sololá
,Mestizo/Ladino,302,0,43,99,63,60,27,10,0,0,0,19,Sololá
,Otro,143,0,24,100,8,4,5,2,0,0,0,19,Sololá
,Ignorado,520,19,310,122,21,33,11,4,0,0,0,19,Sololá
,Todos los pueblos,12507,34,1877,3660,3285,2052,1178,395,24,1,1,19,Totonicapán
,Maya,10952,6,1165,3207,3110,1944,1118,377,24,1,0,19,Totonicapán
,Garífuna,4,0,1,2,0,1,0,0,0,0,0,19,Totonicapán
,Xinka,0,0,0,0,0,0,0,0,0,0,0,19,Totonicapán
,Mestizo/Ladino,319,0,26,121,91,54,20,7,0,0,0,19,Totonicapán
,Otro,192,0,14,106,36,19,12,5,0,0,0,19,Totonicapán
,Ignorado,1040,28,671,224,48,34,28,6,0,0,1,19,Totonicapán
,Todos los pueblos,19461,98,3632,5816,4762,3046,1635,446,25,0,1,19,Quetzaltenango
,Maya,9247,15,1234,2814,2398,1577,903,294,12,0,0,19,Quetzaltenango
,Garífuna,4,0,1,1,1,1,0,0,0,0,0,19,Quetzaltenango
,Xinka,0,0,0,0,0,0,0,0,0,0,0,19,Quetzaltenango
,Mestizo/Ladino,7899,10,1069,2557,2190,1300,644,122,7,0,0,19,Quetzaltenango
,Otro,322,2,93,124,39,38,16,9,1,0,0,19,Quetzaltenango
