Departamento de ocurrencia,Pueblo de pertenencia de la madre,Total,Menos de 15,15 - 19,20 - 24,25 - 29,30 - 34,35 - 39,40 - 44,45 - 49,50 y más,Ignorado,Anio,Departamento de residencia
Alta Verapaz,Indígena,16991,125,3333,4712,3871,2739,1555,550,68,34,4,10,
Alta Verapaz,No indígena,204,1,51,51,40,29,20,11,1,0,0,10,
Alta Verapaz,Ignorado,1212,12,316,306,242,189,103,29,8,4,3,10,
Alta Verapaz,Todos los grupos étnicos,177,0,25,60,43,27,18,3,0,0,1,10,
Alta Verapaz,Indígena,157,0,22,53,37,26,15,3,0,0,1,10,
Alta Verapaz,No indígena,10,0,1,4,3,1,1,0,0,0,0,10,
Alta Verapaz,Ignorado,10,0,2,3,3,0,2,0,0,0,0,10,
Petén,Todos los grupos étnicos,14147,264,3388,4071,2930,1905,1105,365,66,41,12,10,
Petén,Indígena,4521,74,1075,1222,904,658,382,156,28,18,4,10,
Petén,No indígena,8306,153,2030,2470,1747,1053,621,174,33,21,4,10,
Petén,Ignorado,1320,37,283,379,279,194,102,35,5,2,4,10,
Petén,Todos los grupos étnicos,6808,129,1621,2063,1462,910,466,130,16,7,4,10,
Petén,Indígena,1240,28,322,341,237,189,86,29,4,2,2,10,
Petén,No indígena,4769,82,1128,1487,1038,603,328,85,12,5,1,10,
Petén,Ignorado,799,19,171,235,187,118,52,16,0,0,1,10,
Petén,Todos los grupos étnicos,7268,134,1752,1987,1449,991,632,233,49,34,7,10,
Petén,Indígena,3274,46,751,879,667,468,295,126,24,16,2,10,
Petén,No indígena,3480,70,890,967,693,447,287,88,20,16,2,10,
Petén,Ignorado,514,18,111,141,89,76,50,19,5,2,3,10,
Petén,Todos los grupos étnicos,71,1,15,21,19,4,7,2,1,0,1,10,
Petén,Indígena,7,0,2,2,0,1,1,1,0,0,0,10,
Petén,No indígena,57,1,12,16,16,3,6,1,1,0,1,10,
Petén,Ignorado,7,0,1,3,3,0,0,0,0,0,0,10,
Izabal,Todos los grupos étnicos,9878,142,2184,2976,2206,1411,682,231,30,9,7,10,
Izabal,Indígena,3388,51,732,987,753,504,270,80,7,3,1,10,
Izabal,No indígena,5440,66,1213,1684,1203,769,348,126,20,5,6,10,
Izabal,Ignorado,1050,25,239,305,250,138,64,25,3,1,0,10,
Izabal,Todos los grupos étnicos,5998,78,1370,1864,1378,830,342,115,15,1,5,10,
Izabal,Indígena,1343,24,321,400,283,190,95,28,2,0,0,10,
Izabal,No indígena,3971,44,889,1259,925,545,217,75,12,0,5,10,
Izabal,Ignorado,684,10,160,205,170,95,30,12,1,1,0,10,
Izabal,Todos los grupos étnicos,3853,63,808,1103,821,577,340,116,15,8,2,10,
Izabal,Indígena,2043,27,410,586,470,314,175,52,5,3,1,10,
Izabal,No indígena,1448,22,319,418,272,221,131,51,8,5,1,10,
Izabal,Ignorado,362,14,79,99,79,42,34,13,2,0,0,10,
Izabal,Todos los grupos étnicos,27,1,6,9,7,4,0,0,0,0,0,10,
Izabal,Indígena,2,0,1,1,0,0,0,0,0,0,0,10,
Izabal,No indígena,21,0,5,7,6,3,0,0,0,0,0,10,
Izabal,Ignorado,4,1,0,1,1,1,0,0,0,0,0,10,
Zacapa,Todos los grupos étnicos,5648,68,1194,1748,1293,832,378,120,11,3,1,10,
Zacapa,Indígena,17,0,3,6,4,3,0,1,0,0,0,10,
Zacapa,No indígena,5143,58,1040,1593,1188,787,350,112,11,3,1,10,
Zacapa,Ignorado,488,10,151,149,101,42,28,7,0,0,0,10,
Zacapa,Todos los grupos étnicos,4253,50,910,1377,990,597,252,70,7,0,0,10,
Zacapa,Indígena,12,0,3,5,1,3,0,0,0,0,0,10,
Zacapa,No indígena,3888,45,817,1257,908,561,229,64,7,0,0,10,
Zacapa,Ignorado,353,5,90,115,81,33,23,6,0,0,0,10,
Zacapa,Todos los grupos étnicos,1302,17,264,346,281,222,116,48,4,3,1,10,
Zacapa,Indígena,5,0,0,1,3,0,0,1,0,0,0,10,
Zacapa,No indígena,1173,12,207,313,261,214,112,46,4,3,1,10,
Zacapa,Ignorado,124,5,57,32,17,8,4,1,0,0,0,10,
Zacapa,Todos los grupos étnicos,93,1,20,25,22,13,10,2,0,0,0,10,
Zacapa,Indígena,0,0,0,0,0,0,0,0,0,0,0,10,
Zacapa,No indígena,82,1,16,23,19,12,9,2,0,0,0,10,
Zacapa,Ignorado,11,0,4,2,3,1,1,0,0,0,0,10,
Chiquimula,Todos los grupos étnicos,10400,105,1990,3043,2418,1564,949,283,31,6,11,10,
Chiquimula,Indígena,2318,16,388,652,529,375,252,96,8,1,1,10,
Chiquimula,No indígena,6218,71,1279,1836,1420,920,535,132,16,4,5,10,
Chiquimula,Ignorado,1864,18,323,555,469,269,162,55,7,1,5,10,
Chiquimula,Todos los grupos étnicos,4381,34,876,1382,1018,596,355,101,11,2,6,10,
Chiquimula,Indígena,233,3,45,67,47,32,29,10,0,0,0,10,
Chiquimula,No indígena,3031,20,618,961,690,423,246,59,9,2,3,10,
Chiquimula,Ignorado,1117,11,213,354,281,141,80,32,2,0,3,10,
Chiquimula,Todos los grupos étnicos,5202,67,964,1430,1215,840,512,148,18,3,5,10,
Chiquimula,Indígena,1434,12,237,394,334,239,156,55,6,0,1,10,
Chiquimula,No indígena,3083,50,630,848,714,480,280,70,7,2,2,10,
Chiquimula,Ignorado,685,5,97,188,167,121,76,23,5,1,2,10,
Chiquimula,Todos los grupos étnicos,817,4,150,231,185,128,82,34,2,1,0,10,
Chiquimula,Indígena,651,1,106,191,148,104,67,31,2,1,0,10,
Chiquimula,No indígena,104,1,31,27,16,17,9,3,0,0,0,10,
Chiquimula,Ignorado,62,2,13,13,21,7,6,0,0,0,0,10,
Jalapa,Todos los grupos étnicos,8548,63,1775,2442,1901,1320,761,257,22,4,3,10,
Jalapa,Indígena,930,2,174,240,213,160,104,36,1,0,0,10,
Jalapa,No indígena,4161,28,924,1191,927,611,347,118,11,2,2,10,
Jalapa,Ignorado,3457,33,677,1011,761,549,310,103,10,2,1,10,
Jalapa,Todos los grupos étnicos,4991,44,1151,1429,1059,742,416,133,13,1,3,10,
Jalapa,Indígena,436,2,104,98,90,83,45,14,0,0,0,10,
Jalapa,No indígena,2286,16,565,654,484,334,172,54,5,0,2,10,
Jalapa,Ignorado,2269,26,482,677,485,325,199,65,8,1,1,10,
Jalapa,Todos los grupos étnicos,3479,19,607,984,827,571,341,119,8,3,0,10,
Jalapa,Indígena,459,0,67,126,116,74,57,19,0,0,0,10,
Jalapa,No indígena,1854,12,353,530,438,275,174,64,6,2,0,10,
Jalapa,Ignorado,1166,7,187,328,273,222,110,36,2,1,0,10,
Jalapa,Todos los grupos étnicos,78,0,17,29,15,7,4,5,1,0,0,10,
Jalapa,Indígena,35,0,3,16,7,3,2,3,1,0,0,10,
Jalapa,No indígena,21,0,6,7,5,2,1,0,0,0,0,10,
Jalapa,Ignorado,22,0,8,6,3,2,1,2,0,0,0,10,
Jutiapa,Todos los grupos étnicos,11134,102,2251,3219,2510,1731,944,315,46,15,1,10,
Jutiapa,Indígena,244,0,47,78,44,40,28,7,0,0,0,10,
Jutiapa,No indígena,8110,51,1595,2393,1870,1248,678,229,33,12,1,10,
Jutiapa,Ignorado,2780,51,609,748,596,443,238,79,13,3,0,10,
Jutiapa,Todos los grupos étnicos,7554,64,1602,2227,1719,1150,591,182,16,3,0,10,
Jutiapa,Indígena,161,0,34,44,35,25,17,6,0,0,0,10,
Jutiapa,No indígena,5271,28,1093,1590,1211,802,405,127,12,3,0,10,
Jutiapa,Ignorado,2122,36,475,593,473,323,169,49,4,0,0,10,
Jutiapa,Todos los grupos étnicos,3293,37,595,899,732,538,331,126,23,11,1,10,
Jutiapa,Indígena,81,0,13,34,8,15,10,1,0,0,0,10,
Jutiapa,No indígena,2586,22,454,720,606,408,255,96,16,8,1,10,
Jutiapa,Ignorado,626,15,128,145,118,115,66,29,7,3,0,10,
Jutiapa,Todos los grupos étnicos,287,1,54,93,59,43,22,7,7,1,0,10,
Jutiapa,Indígena,2,0,0,0,1,0,1,0,0,0,0,10,
Jutiapa,No indígena,253,1,48,83,53,38,18,6,5,1,0,10,
Jutiapa,Ignorado,32,0,6,10,5,5,3,1,2,0,0,10,
Extranjero,Todos los grupos étnicos,113,1,16,37,21,21,12,5,0,0,0,10,
Extranjero,Indígena,11,0,4,5,0,1,1,0,0,0,0,10,
Extranjero,No indígena,69,1,9,24,17,12,5,1,0,0,0,10,
Extranjero,Ignorado,33,0,3,8,4,8,6,4,0,0,0,10,
Extranjero,Todos los grupos étnicos,90,1,9,25,20,19,11,5,0,0,0,10,
Extranjero,Indígena,2,0,0,1,0,0,1,0,0,0,0,10,
Extranjero,No indígena,61,1,7,19,17,12,4,1,0,0,0,10,
Extranjero,Ignorado,27,0,2,5,3,7,6,4,0,0,0,10,
Extranjero,Todos los grupos étnicos,21,0,6,11,1,2,1,0,0,0,0,10,
Extranjero,Indígena,9,0,4,4,0,1,0,0,0,0,0,10,
Extranjero,No indígena,8,0,2,5,0,0,1,0,0,0,0,10,
Extranjero,Ignorado,4,0,0,2,1,1,0,0,0,0,0,10,
Extranjero,Todos los grupos étnicos,2,0,1,1,0,0,0,0,0,0,0,10,
Extranjero,Indígena,0,0,0,0,0,0,0,0,0,0,0,10,
Extranjero,No indígena,0,0,0,0,0,0,0,0,0,0,0,10,
Extranjero,Ignorado,2,0,1,1,0,0,0,0,0,0,0,10,
Ignorado,Todos los grupos étnicos,148,18,27,10,6,2,5,3,1,0,76,10,
Ignorado,Indígena,2,0,0,0,0,0,1,0,0,0,1,10,
Ignorado,No indígena,0,0,0,0,0,0,0,0,0,0,0,10,
Ignorado,Ignorado,146,18,27,10,6,2,4,3,1,0,75,10,
Ignorado,Todos los grupos étnicos,48,4,4,0,3,1,1,0,0,0,35,10,
Ignorado,Indígena,1,0,0,0,0,0,0,0,0,0,1,10,
Ignorado,No indígena,0,0,0,0,0,0,0,0,0,0,0,10,
Ignorado,Ignorado,47,4,4,0,3,1,1,0,0,0,34,10,
Ignorado,Todos los grupos étnicos,90,14,23,10,3,1,4,3,1,0,31,10,
Ignorado,Indígena,1,0,0,0,0,0,1,0,0,0,0,10,
Ignorado,No indígena,0,0,0,0,0,0,0,0,0,0,0,10,
Ignorado,Ignorado,89,14,23,10,3,1,3,3,1,0,31,10,
Ignorado,Todos los grupos étnicos,10,0,0,0,0,0,0,0,0,0,10,10,
Ignorado,Indígena,0,0,0,0,0,0,0,0,0,0,0,10,
Ignorado,No indígena,0,0,0,0,0,0,0,0,0,0,0,10,
Ignorado,Ignorado,10,0,0,0,0,0,0,0,0,0,10,10,
Todos los departamentos,Todos los grupos étnicos,373692,2841,75175,108949,85914,58050,30892,10220,1176,290,185,11,
Todos los departamentos,Indígena,162458,957,30481,45549,36250,26876,15837,5638,679,154,37,11,
Todos los departamentos,No indígena,162088,1004,32115,50637,38713,24055,11555,3500,374,98,37,11,
Todos los departamentos,Ignorado,49146,880,12579,12763,10951,7119,3500,1082,123,38,111,11,
Todos los departamentos,Todos los grupos étnicos,221638,1679,44453,67254,52638,33823,16361,4840,434,58,98,11,
Todos los departamentos,Indígena,60921,366,11878,17676,13767,9704,5461,1852,179,17,21,11,
Todos los departamentos,No indígena,123955,693,24174,39544,30162,18526,8346,2269,186,30,25,11,
Todos los departamentos,Ignorado,36762,620,8401,10034,8709,5593,2554,719,69,11,52,11,
Todos los departamentos,Todos los grupos étnicos,146505,1114,29565,40209,32088,23338,14007,5195,708,223,58,11,
Todos los departamentos,Indígena,98277,568,17988,26998,21768,16618,10033,3676,480,132,16,11,
Todos los departamentos,No indígena,36383,295,7606,10580,8163,5251,3066,1169,179,64,10,11,
Todos los departamentos,Ignorado,11845,251,3971,2631,2157,1469,908,350,49,27,32,11,
Todos los departamentos,Todos los grupos étnicos,5549,48,1157,1486,1188,889,524,185,34,9,29,11,
Todos los departamentos,Indígena,3260,23,615,875,715,554,343,110,20,5,0,11,
Todos los departamentos,No indígena,1750,16,335,513,388,278,143,62,9,4,2,11,
Todos los departamentos,Ignorado,539,9,207,98,85,57,38,13,5,0,27,11,
Guatemala,Todos los grupos étnicos,65997,266,9884,19899,17576,11753,5216,1247,103,15,38,11,
Guatemala,Indígena,8911,15,1194,2606,2352,1651,833,229,27,1,3,11,
Guatemala,No indígena,43035,131,6678,13289,11384,7524,3231,723,54,11,10,11,
Guatemala,Ignorado,14051,120,2012,4004,3840,2578,1152,295,22,3,25,11,
Guatemala,Todos los grupos étnicos,61601,250,9212,18646,16475,11018,4792,1089,82,11,26,11,
Guatemala,Indígena,6447,13,854,1921,1719,1202,572,146,17,1,2,11,
Guatemala,No indígena,41535,124,6415,12837,11008,7307,3112,672,45,7,8,11,
Guatemala,Ignorado,13619,113,1943,3888,3748,2509,1108,271,20,3,16,11,
Guatemala,Todos los grupos étnicos,4268,14,649,1225,1076,715,414,151,19,4,1,11,
Guatemala,Indígena,2436,2,337,678,626,440,259,83,10,0,1,11,
Guatemala,No indígena,1439,6,252,437,364,208,113,47,8,4,0,11,
Guatemala,Ignorado,393,6,60,110,86,67,42,21,1,0,0,11,
Guatemala,Todos los grupos étnicos,128,2,23,28,25,20,10,7,2,0,11,11,
Guatemala,Indígena,28,0,3,7,7,9,2,0,0,0,0,11,
Guatemala,No indígena,61,1,11,15,12,9,6,4,1,0,2,11,
Guatemala,Ignorado,39,1,9,6,6,2,2,3,1,0,9,11,
El Progreso,Todos los grupos étnicos,3263,28,642,1020,778,453,234,97,7,1,3,11,
El Progreso,Indígena,30,0,4,13,7,3,2,1,0,0,0,11,
El Progreso,No indígena,2851,25,554,898,680,390,207,87,7,1,2,11,
El Progreso,Ignorado,382,3,84,109,91,60,25,9,0,0,1,11,
El Progreso,Todos los grupos étnicos,2364,21,469,754,581,306,163,62,5,0,3,11,
El Progreso,Indígena,24,0,4,12,6,2,0,0,0,0,0,11,
El Progreso,No indígena,2033,19,401,652,496,257,146,55,5,0,2,11,
El Progreso,Ignorado,307,2,64,90,79,47,17,7,0,0,1,11,
El Progreso,Todos los grupos étnicos,827,6,159,238,183,137,68,33,2,1,0,11,
El Progreso,Indígena,4,0,0,0,1,1,2,0,0,0,0,11,
El Progreso,No indígena,753,5,141,221,170,123,59,31,2,1,0,11,
El Progreso,Ignorado,70,1,18,17,12,13,7,2,0,0,0,11,
El Progreso,Todos los grupos étnicos,72,1,14,28,14,10,3,2,0,0,0,11,
El Progreso,Indígena,2,0,0,1,0,0,0,1,0,0,0,11,
El Progreso,No indígena,65,1,12,25,14,10,2,1,0,0,0,11,
El Progreso,Ignorado,5,0,2,2,0,0,1,0,0,0,0,11,
Sacatepéquez,Todos los grupos étnicos,7983,17,1433,2600,1911,1258,596,151,11,3,3,11,
Sacatepéquez,Indígena,3004,3,478,946,718,511,265,73,8,1,1,11,
Sacatepéquez,No indígena,3501,7,687,1183,826,531,211,55,0,1,0,11,
Sacatepéquez,Ignorado,1478,7,268,471,367,216,120,23,3,1,2,11,
Sacatepéquez,Todos los grupos étnicos,7427,17,1378,2435,1773,1145,532,135,10,1,1,11,
Sacatepéquez,Indígena,2679,3,450,851,632,443,230,62,7,0,1,11,
Sacatepéquez,No indígena,3374,7,668,1139,800,507,203,50,0,0,0,11,
Sacatepéquez,Ignorado,1374,7,260,445,341,195,99,23,3,1,0,11,
Sacatepéquez,Todos los grupos étnicos,506,0,47,157,126,99,59,16,1,1,0,11,
Sacatepéquez,Indígena,300,0,26,90,78,61,32,11,1,1,0,11,
Sacatepéquez,No indígena,112,0,15,42,22,20,8,5,0,0,0,11,
Sacatepéquez,Ignorado,94,0,6,25,26,18,19,0,0,0,0,11,
Sacatepéquez,Todos los grupos étnicos,50,0,8,8,12,14,5,0,0,1,2,11,
Sacatepéquez,Indígena,25,0,2,5,8,7,3,0,0,0,0,11,
Sacatepéquez,No indígena,15,0,4,2,4,4,0,0,0,1,0,11,
Sacatepéquez,Ignorado,10,0,2,1,0,3,2,0,0,0,2,11,
Chimaltenango,Todos los grupos étnicos,13808,38,2032,3822,3453,2554,1392,468,38,5,6,11,
Chimaltenango,Indígena,10632,21,1474,2901,2635,2017,1148,400,28,3,5,11,
Chimaltenango,No indígena,1736,1,275,571,460,284,113,28,2,2,0,11,
Chimaltenango,Ignorado,1440,16,283,350,358,253,131,40,8,0,1,11,
Chimaltenango,Todos los grupos étnicos,7293,27,1076,2061,1929,1335,632,204,23,2,4,11,
Chimaltenango,Indígena,5004,15,687,1373,1318,951,471,169,16,0,4,11,
Chimaltenango,No indígena,1456,0,232,476,385,249,90,20,2,2,0,11,
Chimaltenango,Ignorado,833,12,157,212,226,135,71,15,5,0,0,11,
Chimaltenango,Todos los grupos étnicos,6443,11,940,1739,1509,1209,754,263,15,2,1,11,
Chimaltenango,Indígena,5580,6,776,1512,1307,1062,672,230,12,2,1,11,
Chimaltenango,No indígena,265,1,40,92,71,31,22,8,0,0,0,11,
Chimaltenango,Ignorado,598,4,124,135,131,116,60,25,3,0,0,11,
Chimaltenango,Todos los grupos étnicos,72,0,16,22,15,10,6,1,0,1,1,11,
Chimaltenango,Indígena,48,0,11,16,10,4,5,1,0,1,0,11,
Chimaltenango,No indígena,15,0,3,3,4,4,1,0,0,0,0,11,
Chimaltenango,Ignorado,9,0,2,3,1,2,0,0,0,0,1,11,
Escuintla,Todos los grupos étnicos,17222,234,4293,5571,3837,2031,894,302,28,10,22,11,
Escuintla,Indígena,687,5,142,213,134,117,56,18,2,0,0,11,
Escuintla,No indígena,13433,119,3116,4546,3093,1585,707,234,24,7,2,11,
Escuintla,Ignorado,3102,110,1035,812,610,329,131,50,2,3,20,11,
Escuintla,Todos los grupos étnicos,15053,198,3797,4941,3338,1756,750,241,19,4,9,11,
Escuintla,Indígena,559,5,118,176,105,95,44,15,1,0,0,11,
Escuintla,No indígena,11705,101,2731,4023,2685,1366,592,187,16,2,2,11,
Escuintla,Ignorado,2789,92,948,742,548,295,114,39,2,2,7,11,
Escuintla,Todos los grupos étnicos,2121,35,484,619,486,267,143,59,9,6,13,11,
Escuintla,Indígena,127,0,24,37,28,22,12,3,1,0,0,11,
Escuintla,No indígena,1688,17,374,516,397,212,114,45,8,5,0,11,
Escuintla,Ignorado,306,18,86,66,61,33,17,11,0,1,13,11,
Escuintla,Todos los grupos étnicos,48,1,12,11,13,8,1,2,0,0,0,11,
Escuintla,Indígena,1,0,0,0,1,0,0,0,0,0,0,11,
Escuintla,No indígena,40,1,11,7,11,7,1,2,0,0,0,11,
Escuintla,Ignorado,7,0,1,4,1,1,0,0,0,0,0,11,
Santa Rosa,Todos los grupos étnicos,8095,74,1889,2440,1720,1120,606,217,20,9,0,11,
Santa Rosa,Indígena,114,0,24,35,18,24,7,5,1,0,0,11,
Santa Rosa,No indígena,6830,46,1496,2111,1484,957,525,187,15,9,0,11,
Santa Rosa,Ignorado,1151,28,369,294,218,139,74,25,4,0,0,11,
Santa Rosa,Todos los grupos étnicos,6145,59,1511,1893,1304,802,417,144,13,2,0,11,
Santa Rosa,Indígena,78,0,20,24,11,16,4,2,1,0,0,11,
Santa Rosa,No indígena,5177,35,1197,1637,1130,682,365,121,8,2,0,11,
Santa Rosa,Ignorado,890,24,294,232,163,104,48,21,4,0,0,11,
Santa Rosa,Todos los grupos étnicos,1790,15,341,504,378,294,175,70,7,6,0,11,
Santa Rosa,Indígena,34,0,3,10,7,8,3,3,0,0,0,11,
Santa Rosa,No indígena,1529,11,278,438,321,256,149,63,7,6,0,11,
Santa Rosa,Ignorado,227,4,60,56,50,30,23,4,0,0,0,11,
Santa Rosa,Todos los grupos étnicos,160,0,37,43,38,24,14,3,0,1,0,11,
Santa Rosa,Indígena,2,0,1,1,0,0,0,0,0,0,0,11,
Santa Rosa,No indígena,124,0,21,36,33,19,11,3,0,1,0,11,
Santa Rosa,Ignorado,34,0,15,6,5,5,3,0,0,0,0,11,
Sololá,Todos los grupos étnicos,9144,38,1391,2415,2199,1700,998,363,32,5,3,11,
Sololá,Indígena,8599,36,1305,2268,2050,1605,948,348,31,5,3,11,
Sololá,No indígena,260,1,30,78,71,42,31,7,0,0,0,11,
Sololá,Ignorado,285,1,56,69,78,53,19,8,1,0,0,11,
Sololá,Todos los grupos étnicos,3199,14,491,890,819,544,302,125,13,0,1,11,
Sololá,Indígena,2818,12,435,781,709,481,268,118,13,0,1,11,
Sololá,No indígena,186,1,21,58,51,29,23,3,0,0,0,11,
Sololá,Ignorado,195,1,35,51,59,34,11,4,0,0,0,11,
Sololá,Todos los grupos étnicos,5655,23,854,1438,1317,1102,668,228,18,5,2,11,
Sololá,Indígena,5518,23,826,1407,1286,1077,653,221,18,5,2,11,
Sololá,No indígena,61,0,8,15,16,11,8,3,0,0,0,11,
Sololá,Ignorado,76,0,20,16,15,14,7,4,0,0,0,11,
Sololá,Todos los grupos étnicos,290,1,46,87,63,54,28,10,1,0,0,11,
Sololá,Indígena,263,1,44,80,55,47,27,9,0,0,0,11,
Sololá,No indígena,13,0,1,5,4,2,0,1,0,0,0,11,
Sololá,Ignorado,14,0,1,2,4,5,1,0,1,0,0,11,
Totonicapán,Todos los grupos étnicos,10934,43,1889,3041,2447,1861,1140,435,53,19,6,11,
Totonicapán,Indígena,9593,21,1468,2732,2192,1685,1036,388,51,16,4,11,
Totonicapán,No indígena,223,2,39,68,52,41,17,4,0,0,0,11,
Totonicapán,Ignorado,1118,20,382,241,203,135,87,43,2,3,2,11,
Totonicapán,Todos los grupos étnicos,3370,17,673,982,744,554,287,101,9,1,2,11,
Totonicapán,Indígena,2729,7,490,827,615,447,249,83,9,0,2,11,
Totonicapán,No indígena,143,1,30,42,30,26,11,3,0,0,0,11,
Totonicapán,Ignorado,498,9,153,113,99,81,27,15,0,1,0,11,
Totonicapán,Todos los grupos étnicos,7522,26,1206,2048,1694,1302,849,331,44,18,4,11,
Totonicapán,Indígena,6831,14,973,1895,1569,1234,784,302,42,16,2,11,
Totonicapán,No indígena,80,1,9,26,22,15,6,1,0,0,0,11,
Totonicapán,Ignorado,611,11,224,127,103,53,59,28,2,2,2,11,
Totonicapán,Todos los grupos étnicos,42,0,10,11,9,5,4,3,0,0,0,11,
Totonicapán,Indígena,33,0,5,10,8,4,3,3,0,0,0,11,
Totonicapán,No indígena,0,0,0,0,0,0,0,0,0,0,0,11,
Totonicapán,Ignorado,9,0,5,1,1,1,1,0,0,0,0,11,
Quetzaltenango,Todos los grupos étnicos,20980,175,4482,6201,4764,3113,1581,578,50,12,24,11,
Quetzaltenango,Indígena,9217,47,1854,2727,2049,1390,811,305,31,3,0,11,
Quetzaltenango,No indígena,7748,54,1570,2471,1829,1158,484,164,8,6,4,11,
Quetzaltenango,Ignorado,4015,74,1058,1003,886,565,286,109,11,3,20,11,
Quetzaltenango,Todos los grupos étnicos,14236,111,2830,4350,3389,2134,1020,345,29,7,21,11,
Quetzaltenango,Indígena,4988,20,923,1532,1143,767,435,150,17,1,0,11,
Quetzaltenango,No indígena,6182,41,1218,2026,1497,910,359,119,5,3,4,11,
Quetzaltenango,Ignorado,3066,50,689,792,749,457,226,76,7,3,17,11,
Quetzaltenango,Todos los grupos étnicos,5884,56,1426,1636,1198,856,477,210,20,5,0,11,
Quetzaltenango,Indígena,3488,21,756,998,744,516,302,136,13,2,0,11,
Quetzaltenango,No indígena,1510,12,336,434,322,238,119,43,3,3,0,11,
Quetzaltenango,Ignorado,886,23,334,204,132,102,56,31,4,0,0,11,
Quetzaltenango,Todos los grupos étnicos,860,8,226,215,177,123,84,23,1,0,3,11,
Quetzaltenango,Indígena,741,6,175,197,162,107,74,19,1,0,0,11,
Quetzaltenango,No indígena,56,1,16,11,10,10,6,2,0,0,0,11,
Quetzaltenango,Ignorado,63,1,35,7,5,6,4,2,0,0,3,11,
Suchitepéquez,Todos los grupos étnicos,12878,78,2629,3928,3062,1829,978,317,43,9,5,11,
Suchitepéquez,Indígena,5675,24,1047,1650,1364,869,521,172,21,6,1,11,
Suchitepéquez,No indígena,5627,22,1140,1822,1391,767,350,114,16,2,3,11,
Suchitepéquez,Ignorado,1576,32,442,456,307,193,107,31,6,1,1,11,
Suchitepéquez,Todos los grupos étnicos,8191,59,1826,2566,1878,1104,567,169,19,0,3,11,
Suchitepéquez,Indígena,2916,15,638,873,644,406,258,75,7,0,0,11,
Suchitepéquez,No indígena,4145,18,865,1356,1012,567,240,75,9,0,3,11,
Suchitepéquez,Ignorado,1130,26,323,337,222,131,69,19,3,0,0,11,
Suchitepéquez,Todos los grupos étnicos,4478,18,766,1298,1123,698,399,144,23,8,1,11,
Suchitepéquez,Indígena,2679,9,397,759,693,450,258,93,14,5,1,11,
Suchitepéquez,No indígena,1391,4,258,432,352,192,105,39,7,2,0,11,
Suchitepéquez,Ignorado,408,5,111,107,78,56,36,12,2,1,0,11,
Suchitepéquez,Todos los grupos étnicos,209,1,37,64,61,27,12,4,1,1,1,11,
Suchitepéquez,Indígena,80,0,12,18,27,13,5,4,0,1,0,11,
Suchitepéquez,No indígena,91,0,17,34,27,8,5,0,0,0,0,11,
Suchitepéquez,Ignorado,38,1,8,12,7,6,2,0,1,0,1,11,
Retalhuleu,Todos los grupos étnicos,8066,72,1800,2541,1732,1171,554,169,19,5,3,11,
Retalhuleu,Indígena,1067,6,200,333,225,167,107,26,2,1,0,11,
Retalhuleu,No indígena,4478,22,966,1492,972,646,275,92,9,3,1,11,
Retalhuleu,Ignorado,2521,44,634,716,535,358,172,51,8,1,2,11,
Retalhuleu,Todos los grupos étnicos,5958,60,1340,1939,1245,865,382,114,9,2,2,11,
Retalhuleu,Indígena,700,5,137,246,135,97,63,17,0,0,0,11,
Retalhuleu,No indígena,3269,16,713,1126,698,472,184,56,2,1,1,11,
Retalhuleu,Ignorado,1989,39,490,567,412,296,135,41,7,1,1,11,
Retalhuleu,Todos los grupos étnicos,2072,12,455,588,481,300,168,55,10,3,0,11,
Retalhuleu,Indígena,363,1,63,86,88,70,43,9,2,1,0,11,
Retalhuleu,No indígena,1193,6,250,359,272,171,90,36,7,2,0,11,
Retalhuleu,Ignorado,516,5,142,143,121,59,35,10,1,0,0,11,
Retalhuleu,Todos los grupos étnicos,36,0,5,14,6,6,4,0,0,0,1,11,
Retalhuleu,Indígena,4,0,0,1,2,0,1,0,0,0,0,11,
Retalhuleu,No indígena,16,0,3,7,2,3,1,0,0,0,0,11,
Retalhuleu,Ignorado,16,0,2,6,2,3,2,0,0,0,1,11,
San Marcos,Todos los grupos étnicos,28803,199,6296,8231,6316,4237,2414,902,150,43,15,11,
San Marcos,Indígena,10363,55,1886,2835,2218,1709,1116,445,75,20,4,11,
San Marcos,No indígena,15028,80,3263,4610,3431,2107,1073,380,65,17,2,11,
San Marcos,Ignorado,3412,64,1147,786,667,421,225,77,10,6,9,11,
San Marcos,Todos los grupos étnicos,10939,78,2507,3332,2412,1515,782,270,35,3,5,11,
San Marcos,Indígena,1843,9,367,536,374,284,181,80,9,1,2,11,
San Marcos,No indígena,7712,41,1696,2448,1756,1060,522,163,23,2,1,11,
San Marcos,Ignorado,1384,28,444,348,282,171,79,27,3,0,2,11,
San Marcos,Todos los grupos étnicos,17269,119,3675,4746,3773,2621,1569,608,110,40,8,11,
San Marcos,Indígena,8272,46,1474,2233,1791,1377,909,357,64,19,2,11,
San Marcos,No indígena,7067,39,1525,2097,1619,1003,523,205,40,15,1,11,
San Marcos,Ignorado,1930,34,676,416,363,241,137,46,6,6,5,11,
San Marcos,Todos los grupos étnicos,595,2,114,153,131,101,63,24,5,0,2,11,
San Marcos,Indígena,248,0,45,66,53,48,26,8,2,0,0,11,
San Marcos,No indígena,249,0,42,65,56,44,28,12,2,0,0,11,
San Marcos,Ignorado,98,2,27,22,22,9,9,4,1,0,2,11,
